Id,ItemName,UnitOfMeasurement,Quantity,WarehouseName,AddressingName,
97612,FITA VITOLENE RET 60 PRETA 25X10MM 5MT VITOPLAST,12,23,2,MEZANINO-B-056,
98260,RETENTOR 47.60 X 89.85 X 12.00 ARCA 6575,12,3,2,MEZANINO-D-017,
98481,ADAPTADOR HIDRAULICO AEROQUIP 200NJ1216,12,20,2,MEZANINO-Z2-031,
98611,"LUVA GALVANIZADO ROSCAVEL 1/4"" TUPY LFG1/4BSP",12,20,2,MEZANINO-F-028,
98646,MOLA AEREA HIDRAULICA PRATA SOPRANO 302F2,12,1,604,MEZANINO-T-030,
98757,"ACOPLADOR ROSCA MACHO EFE-B/ACE INOX 2"" BSP",12,1,2,MEZANINO-K-062,
98824,ROLAMENTO ESFERA NACHI 6202,12,2,2,MEZANINO-L-023,
100354,REGULADOR PRESSAO MD 10 OXIGENIO CONDOR 0410140,12,1,604,MEZANINO-M-054,
100358,FACA PLASTICA REFEICAO FORTE BRANCA C/10X50 STRAWPLAST FSB706,11,19,604,MEZANINO-B-035,
100359,COLHER PLASTICA REFEICAO BRANCA FORTE C/10X50 STRAWPLAST CSB606,11,10,604,MEZANINO-L-035,
100360,GARFO PLASTICA REFEICAO BRANCO FORTE C/10X50 STRAWPLAST GSB506,11,17,604,MEZANINO-G-035,
100511,"PARAFUSO SEXTAVADO 1.1/4""X8"" MA RP 8.8",12,12,2,MEZANINO-K-021,
100521,GUARDANAPO PAPEL 23.8X21.8CM GRAND HOTEL 50UN,17,468,2,MEZANINO-F-035,
100637,MARCADOR INDUSTRIAL AMARELO 3MM 60ML RISCOFER,12,11,604,MEZANINO-F-004,
100726,MANGUEIRA HYSTER 4637872,12,1,2,MEZANINO-O-050,
100727,MANGUEIRA HYSTER 4646433,12,1,2,MEZANINO-O-050,
100785,REDUTOR 1X25 2CV 220/380/440V GEREMIA GSA63,12,2,2,MEZANINO-G-037,
101052,LAMPADA BULBO LED BIVOLT 100W E27 EMPALUX AL99362,12,56,2,MEZANINO-I-061,
101122,DISJUNTOR TRIPOLAR 100A DIN/SHB3-C SOPRANO 05121110031,12,1,2,MEZANINO-A-037,
101162,CAIXA PASSAGEM PVC MULTIUSO 200X155X80MM SIBRATEC 8527,12,3,2,MEZANINO-Y-026,
101253,TUBO HUSQVARNA 921927090,12,1,2,MEZANINO-E-050,
101254,TUBO HUSQVARNA 92127089,12,1,2,MEZANINO-E-050,
101373,RESISTENCIA BUFFET COMUM 90° 2500W 220V AQ003,12,3,2,MEZANINO-G-060,
101392,BOBINA BOBINAUTO 31760,12,1,2,MEZANINO-B-012,
101413,BICO PULVERIZACAO TEEJET TTI110025-VP,12,282,2,MEZANINO-G-052,
56231,CORREIA LISA CONDOR C57,12,2,2,192-A-031,
56230,CORREIA DENTADA GATES BXS58,12,11,2,192-A-030,
19524,CORREIA LISA TRANSPOWER C55,12,17,2,192-A-029,
67369,CORREIA LISA CONTINENTAL B90,12,3,2,192-A-027,
56223,CORREIA LISA REXON A96,12,2,2,192-A-025,
02162,CORREIA LISA TRANSPOWER A96,12,2,2,192-A-025,
89994,CORREIA LISA GATES A72,12,1,2,192-A-025,
21425,CORREIA LISA GATES 3V800,12,1,2,192-A-024,
56208,CORREIA LISA VICSON A64,12,4,2,192-A-013,
65587,CORREIA LISA CONTINENTAL A43,12,7,2,192-A-014,
56204,CORREIA LISA REXON A51,12,1,2,192-A-013,
11699,CORREIA LISA TRANSPOWER A46,12,2,2,192-A-012,
02147,CORREIA LISA TRANSPOWER A56,12,5,2,192-A-012,
56207,CORREIA LISA BALFLEX A56,12,4,2,192-A-011,
04403,CORREIA LISA TRANSPOWER A64,12,2,2,192-A-010,
07357,CORREIA LISA TRANSPOWER A55,12,1,2,192-A-009,
52365,CORREIA JD H219182,12,1,2,192-A-008,
87797,CORREIA JD R533878,12,2,2,192-A-007,
56207,CORREIA LISA BALFLEX A56,12,4,2,192-A-006,
91622,CORREIA POWER CLASSIC C-74 GATES CPC-0218,12,1,2,192-A-066,
53613,CORREIA DENTADA GOODYEAR 6PK1675,12,1,2,192-A-065,
41900,CORREIA LISA TRANSPOWER B51,12,2,2,192-A-064,
62998,CORREIA LISA CONTINENTAL B58,12,2,2,192-A-064,
91629,CORREIA POWER CLASSIC B-65 GATES CPC-0133,12,1,2,192-A-060,
60231,CORREIA DENTADA TRANSPOWER B76,12,4,2,192-A-060,
02153,CORREIA LISA TRANSPOWER A74,12,5,2,192-A-059,
02353,CORREIA LISA TRANSPOWER A76,12,14,2,192-A-058,
25040,CORREIA LISA TRANSPOWER B66,12,4,2,192-A-057,
67352,CORREIA LISA CONTINENTAL B66,12,3,2,192-A-057,
11704,CORREIA LISA GOODYEAR 5V1900,1,2,2,192-A-056,
19589,CORREIA ESTRIADA SCANIA 1800546,12,1,2,192-A-055,
04610,CORREIA ESTRIADA GOODYEAR 3PK905,12,1,2,192-A-054,
56242,CORREIA DENTADA UNIVERSAL 160XL,12,3,2,192-A-054,
56241,CORREIA DENTADA GATES BXS69,12,1,2,192-A-053,
91634,CORREIA POWER CLASSIC C-110 GATES CPC-0242-C,12,2,2,192-A-052,
25699,CORREIA LISA TRANSPOWER B57,12,4,2,192-A-051,
09417,CORREIA CASE 317904A1,12,1,2,192-A-050,
58586,CORREIA DENTADA GOODYEAR 129SH8P220,12,2,2,192-A-049,
05290,CORREIA CAT 2019911,12,1,2,192-A-049,
17902,CORREIA LISA TRANSPOWER B56,12,2,2,192-A-048,
67363,CORREIA LISA CONTINENTAL B83,12,7,2,192-A-047,
52452,CORREIA LISA TRANSPOWER B40,12,1,2,192-A-047,
62665,CORREIA POLY V DUPLA GATES 2/9403,12,3,2,192-A-046,
68060,CORREIA JD R551297,12,1,2,192-A-045,
52446,CORREIA DENTADA GATES 40707X20XS,12,1,2,192-A-045,
68744,CORREIA LISA CONTINENTAL BX80,12,1,2,192-A-044,
67341,CORREIA LISA CONTINENTAL B42,12,4,2,192-A-043,
05066,CORREIA ESTRIADA CUMMINS 217638,12,1,2,192-A-042,
17902,CORREIA LISA TRANSPOWER B56,12,2,2,192-A-041,
07344,CORREIA LISA TRANSPOWER A75,12,1,2,191-A-012,
07356,CORREIA LISA TRANSPOWER A69,12,2,2,191-A-010,
55997,CORREIA LISA BALFLEX A69,12,1,2,191-A-010,
55995,CORREIA LISA MULTIBELT B59,12,2,2,191-A-007,
29737,CORREIA LISA TRANSPOWER B61,12,1,2,191-A-007,
67002,CORREIA LISA CONTINENTAL B70,12,1,2,191-A-001,
67267,CORREIA LISA CONTINENTAL A53,12,6,2,191-A-001,
66585,CORREIA LISA CONTINENTAL A68,12,3,2,191-A-025,
56028,CORREIA LISA CONDOR C115,12,3,2,191-A-025,
28948,CORREIA DENTADA TRANSPOWER AXS29,12,5,2,191-A-025,
67374,CORREIA LISA CONTINENTAL B98,12,4,2,191-A-024,
93825,CORREIA LISA BX92 - GATES,12,2,2,191-A-024,
98147,CORREIA LISA GATES A96,12,5,2,191-A-023,
65924,CORREIA VA 42 MATISA 272042,12,5,2,191-A-022,
70689,CORREIA LISA GATES C120,12,8,2,191-A-022,
83894,CORREIA JD R334797,12,3,2,191-A-021,
56057,CORREIA LISA REXON B82,12,1,2,191-A-021,
70688,CORREIA LISA GATES B85,12,3,2,191-A-020,
56011,CORREIA LISA CONDOR A88,12,4,2,191-A-019,
56010,CORREIA LISA GATES A88,12,3,2,191-A-019,
80573,CORREIA LISA GATES B75,12,2,2,191-A-019,
19034,CORREIA LISA TRANSPOWER B93,12,1,2,191-A-019,
02160,CORREIA LISA TRANSPOWER A88,12,16,2,191-A-018,
56010,CORREIA LISA GATES A88,12,1,2,191-A-018,
65652,CORREIA LISA CONTINENTAL A78,12,2,2,191-A-017,
67772,CORREIA LISA REXON C112,12,9,2,191-A-017,
18969,CORREIA LISA TRANSPOWER A86,12,11,2,191-A-016,
56006,CORREIA LISA GATES A83,12,2,2,191-A-015,
65652,CORREIA LISA CONTINENTAL A78,12,8,2,191-A-015,
04725,CORREIA LISA TRANSPOWER A78,12,3,2,191-A-014,
78134,CORREIA LISA GATES A95,12,4,2,191-A-013,
56005,CORREIA LISA BALFLEX A78,12,1,2,191-A-013,
56003,CORREIA LISA CONDOR A75,12,2,2,191-A-013,
59540,CORREIA DENTADA JRS 13X1400,12,1,2,191-A-013,
80519,CORREIA LISA GATES A91,12,2,2,191-A-045,
67266,CORREIA LISA CONTINENTAL A52,12,6,2,191-A-045,
56058,CORREIA LISA REXON B69,12,6,2,191-A-043,
02150,CORREIA LISA TRANSPOWER B69,12,5,2,191-A-043,
62995,CORREIA LISA CONTINENTAL A86,12,4,2,191-A-042,
82189,CORREIA JD CQ51921,12,1,2,191-A-042,
79336,CORREIA MB A9069934096,12,1,2,191-A-041,
79638,CORREIA LISA GATES B86,12,15,2,191-A-041,
49299,CORREIA LISA TRANSPOWER A120,12,1,2,191-A-041,
30512,CORREIA JD R288922,12,4,2,191-A-040,
62997,CORREIA LISA CONTINENTAL B50,12,1,2,191-A-034,
02151,CORREIA LISA TRANSPOWER A70,12,8,2,191-A-034,
56031,CORREIA LISA MULTIBELT B81,12,5,2,191-A-038,
07274,CORREIA LISA TRANSPOWER B81,12,19,2,191-A-038,
71309,CORREIA LISA GATES B42,12,11,2,191-A-037,
65588,CORREIA LISA CONTINENTAL B60,12,1,2,191-A-035,
87938,CORREIA LISA GATES A58,12,1,2,191-A-035,
38660,CORREIA LISA TRANSPOWER C51,12,4,2,191-A-034,
02353,CORREIA LISA TRANSPOWER A76,12,1,2,191-A-033,
64182,CORREIA LISA CONTINENTAL B55,12,1,2,191-A-033,
07352,CORREIA LISA TRANSPOWER B79,12,1,2,191-A-032,
65620,CORREIA V DUPLA GATES 2/9541,12,2,2,191-A-032,
80574,CORREIA LISA GATES A71,12,2,2,191-A-031,
56023,CORREIA LISA GATES A105,12,2,2,191-A-031,
37007,CORREIA LISA TRANSPOWER B75,12,1,2,191-A-030,
67264,CORREIA LISA CONTINENTAL A51,12,7,2,191-A-029,
95109,CORREIA DENTADA GATES AXS32,12,2,2,191-A-029,
71392,CORREIA LISA GATES A33,12,5,2,191-A-028,
44759,CORREIA LISA TRANSPOWER A112,12,9,2,191-A-028,
79045,CORREIA LISA GATES 3V0400,12,6,2,191-A-057,
56078,CORREIA LISA MULTIBELT B116,12,1,2,191-A-057,
56077,CORREIA LISA CONDOR B116,12,29,2,191-A-061,
88707,CORREIA LISA GATES A57,12,18,2,191-A-061,
02208,CORREIA LISA TRANSPOWER B116,12,9,2,191-A-055,
47263,CORREIA DENTADA GOODYEAR 8PK2020,0,1,2,191-A-055,
56076,CORREIA LISA GATES B103,12,2,2,191-A-059,
79058,CORREIA HTD 2000 8M 30MM REXON,12,2,2,191-A-059,
06084,CORREIA JD H221731,12,4,2,191-A-058,
70821,CORREIA LISA GATES B60,12,17,2,191-A-057,
91625,CORREIA HI POWER MN BXS-62 GATES CI-0181,12,1,2,191-A-056,
91633,CORREIA HI POWER MN BXS-65 GATES CI-0184,12,2,2,191-A-056,
78404,CORREIA LISA GATES B83,12,7,2,191-A-055,
19034,CORREIA LISA TRANSPOWER B93,12,1,2,191-A-055,
91632,CORREIA HI POWER MN BXS-55 GATES CI-0174,12,4,2,191-A-054,
91490,CORREIA P BAND 5/C-96 WATANABE 23726,12,1,2,191-A-053,
26935,CORREIA HUSQVARNA 532408381,12,3,2,191-A-053,
80582,CORREIA LISA GATES B72,12,2,2,191-A-052,
05979,CORREIA LISA TRANSPOWER B88,12,10,2,191-A-052,
67367,CORREIA LISA CONTINENTAL B88,12,2,2,191-A-052,
56059,CORREIA LISA BALFLEX B70,12,2,2,191-A-051,
80582,CORREIA LISA GATES B72,12,10,2,191-A-051,
71960,CORREIA LISA GATES A48,12,7,2,191-A-050,
56066,CORREIA LISA CONDOR B83,12,2,2,191-A-049,
02356,CORREIA LISA TRANSPOWER B85,12,2,2,191-A-049,
56067,CORREIA LISA BALFLEX B83,12,1,2,191-A-048,
78609,CORREIA LISA GATES A94,12,6,2,191-A-047,
88313,CORREIA JD H223230,0,1,2,191-A-047,
69850,CORREIA LISA CONTINENTAL 3V900,12,4,2,191-A-046,
07345,CORREIA LISA TRANSPOWER B72,12,1,2,191-A-046,
57026,CORREIA JD HXE32806,12,8,2,192-A-092,
57026,CORREIA JD HXE32806,12,7,2,192-A-091,
66790,CORREIA LISA CONTINENTAL B78,12,2,2,192-A-090,
67293,CORREIA LISA CONTINENTAL A87,12,2,2,192-A-089,
52365,CORREIA JD H219182,12,3,2,192-A-088,
91624,CORREIA POWER CLASSIC B-92 GATES CPC-0160,12,1,2,192-A-087,
70821,CORREIA LISA GATES B60,12,1,2,192-A-087,
67354,CORREIA LISA CONTINENTAL B72,12,4,2,192-A-086,
82849,CORREIA LISA GATES A60,12,3,2,192-A-085,
91621,CORREIA HI POWER II B 150 LISA GATES CI-0235-J,12,4,2,192-A-085,
20897,CORREIA JD H221273,12,5,2,192-A-083,
71741,CORREIA LISA GATES A36,12,2,2,192-A-082,
30921,CORREIA JD AH160080,15,3,2,192-A-081,
13620,CORREIA LISA TRANSPOWER C68,12,6,2,192-A-080,
57703,CORREIA JD HXE82335,12,1,2,192-A-078,
67349,CORREIA LISA CONTINENTAL B63,12,10,2,192-A-077,
91624,CORREIA POWER CLASSIC B-92 GATES CPC-0160,12,1,2,192-A-076,
00605,CORREIA JD H154731,12,3,2,192-A-076,
56252,CORREIA LISA REXON A73,12,2,2,192-A-075,
56253,CORREIA LISA JASON A73,12,1,2,192-A-075,
56251,CORREIA LISA BALFLEX A73,12,2,2,192-A-074,
05292,CORREIA LISA TRANSPOWER A73,12,12,2,192-A-073,
56249,CORREIA LISA KAUTHEC B62,12,1,2,192-A-072,
91623,CORREIA HI POWER MN CXS-47 GATES CI-0250,12,2,2,192-A-071,
56247,CORREIA LISA VICSON A74,12,1,2,192-A-070,
56243,CORREIA LISA MULTIBELT A76,12,1,2,192-A-069,
56244,CORREIA LISA BALFLEX A76,12,3,2,192-A-069,
56243,CORREIA LISA MULTIBELT A76,12,5,2,192-A-068,
80583,CORREIA LISA GATES B77,12,7,2,192-A-067,
09218,CORREIA LISA TRANSPOWER A53,12,1,2,192-A-004,
11347,CORREIA LISA TRANSPOWER A50,12,2,2,192-A-004,
66585,CORREIA LISA CONTINENTAL A68,12,1,2,192-A-004,
67348,CORREIA LISA CONTINENTAL B61,12,2,2,192-A-003,
