Id,ItemName,UnitOfMeasurement,Quantity,WarehouseName,AddressingName,
02048, ANEL ENGESA 6940613475 ,12,3,2,056-E-007,
62449, CORREIA ESTRIADA GATES 6PK1892 ,12,1,2,056-F-008,
85991, BOTAO EMPILHATRANS OS8T058 ,12,1,2,056-F-008,
69329, CORREIA HUSQVARNA 574870901 ,12,1,2,056-G-008,
33912, REPARO VEDACAO HYSTER 1355714 ,12,2,2,056-H-008,
75967, ALAVANCA MF 033225P1 ,12,1,2,056-H-008,
55468, REPARO COLUNA HYSTER 1650778 ,14,3,2,056-G-007,
35842, CILINDRO HYSTER 1536724 ,12,1,2,056-G-007,
54742, PORCA HYSTER 1586432 ,12,18,2,056-5-007,
49487, SENSOR HYSTER 1541231 ,12,1,2,056-H-007,
54740, PARAFUSO HYSTER 1586630 ,12,15,2,056-G-008,
49489, SENSOR HYSTER 1541232 ,12,1,2,056-G-008,
02043, GAXETA CAT 2S5867 ,12,2,2,056-G-008,
55469, REPARO MIXER HYSTER 1650223 ,14,1,2,056-G-006,
49483, EIXO HYSTER 2029116 ,12,1,2,056-G-006,
49500, PRISIONEIRO HYSTER 1502276 ,12,5,2,056-H-006,
75966, ALAVANCA MF 033123P1 ,12,1,2,056-H-006,
55118, ANEL JD L56381 ,12,1,2,056-H-006,
81716, ALTERNADOR HYSTER 1534017 ,12,1,2,056-F-006,
11377, ANEL TOYAMA TGAE3009 ,12,10,2,056-F-006,
03403, CALCO HYSTER 129387 ,12,150,2,056-F-006,
02405, ABRACADEIRA HYSTER 68968 ,12,1,2,056-F-006,
72355, PARAFUSO HYSTER 1581831 ,12,1,2,056-F-006,
74767, DOBRADICA EMPILHATRANS OS6T029 ,12,4,2,056-F-007,
75987, TIRANTE MF 063740N1 ,13,1,2,056-F-007,
12535, RETENTOR 82.50 X 114.30 X 12.70 SAV 7306 ,12,1,2,056-F-007,
69330, CORREIA HUSQVARNA 579678501 ,12,1,2,056-F-007,
73875, BOBINA BOBINAUTO 31138-12V ,12,1,2,056-H-005,
48594, REGULADOR BOSCH F00MA45234 ,12,1,2,056-H-005,
49501, PORCA HYSTER 1517836 ,12,6,2,056-H-005,
55470, REPARO CATRACA HYSTER 4100533 ,13,1,2,056-G-005,
83671, ESTROBO EMPILHATRANS OS6T031 ,12,1,2,056-G-005,
85990, BOTAO EMPILHATRANS OS8T056 ,12,1,2,056-G-005,
11640, JUNTA HYSTER 1360886 ,12,2,2,056-F-005,
72348, ABRACADEIRA HYSTER 1477996 ,12,2,2,056-F-005,
72344, PORCA HYSTER 1390182 ,12,4,2,056-F-005,
00923, RETENTOR 41.40 X 70.60 X 9.50 SABO 01931BAG ,12,1,2,056-F-005,
72342, PARAFUSO HYSTER 1581830 ,12,4,2,056-F-005,
72345, ESPACADOR HYSTER 1360549 ,12,2,2,056-F-005,
32847, FILTRO HIDRAULICO YALE 582005334 ,12,2,2,056-E-005,
49509, MANGUEIRA HYSTER 2065670 ,12,5,2,056-E-005,
00725, RETENTOR 60.20 X 85.75 X 22.80 SABO 02267BBO ,12,5,2,056-H-004,
45878, PROLONGADOR MF 036028P1 ,12,1,2,056-H-004,
49504, CILINDRO HYSTER 1565290 ,12,1,2,056-G-004,
65345," DIAFRAGMA 7"" MASTER 2114000524 ",12,1,2,056-G-004,
65247, CABO FANIA 31074 ,12,1,2,056-G-004,
57638, JUNTA MWM 922988531414 ,12,1,2,056-G-004,
02406, GUIA HYSTER 1345199 ,12,6,2,056-G-004,
85532, ANEL HYSTER 1622935 ,12,1,2,056-F-004,
69335, EMBREAGEM HUSQUARNA 532179335 ,12,1,2,056-F-004,
72343, ARRUELA HYSTER 1345190 ,12,4,2,056-F-004,
28111, GUIA JD CQ30447 ,12,9,,003-A-001,
64864, MANGUEIRA JD R201268 ,12,1,,003-A-002,
23491, VEDACAO JD CQ07334 ,12,23,,003-B-019,
09514, DISCO JUMIL 2729613 ,12,60,,102-A-003,
76493, ROLO REBOBINAMENTO MARKEM IMAJE ENM338430 ,12,1,,MEZANINO-V-037,
49158, ANEL 66X48X1.6 BITZER CLAPR000401 ,12,15,,MEZANINO-F-037,
61934, SOFT-STARTER BRSSW070024T5SZ WEG 10194171 ,0,1,,MEZANINO-N-035,
89904, FRASCO COLETA AMOSTRA TESTEMUNHA LCE EQUIPAMENTOS 01 LT 51 ,0,1,,MEZANINO-N-035,
85880, PROVETA GRADUADA 1000ML DRS  1278 ,12,16,,MEZANINO-I-035,
70457, TOALHA ROSTO IMPERIALE BRANCA TRUSSARDI 48X80CM ,12,6,,MEZANINO-G-033,
83098, PANO PRATO ATOALHADO DOHLER 45X70CM ,12,13,,MEZANINO-G-033,
24256, ABRACADEIRA NYLON PRETA 280X4.8MM ,0,1.755,,MEZANINO-K-033,
94888, BATERIA LITIO 20V DEWALT DCB204 ,12,1,,MEZANINO-J-055,
09828, BROCA ACO RAPIDO 12MM IRWIN IW1330 ,12,1,,MEZANINO-N-055,
62753," CHAVE ""L"" 9MM 25B GEDORE 025011 ",12,1,,MEZANINO-M-055,
84194," JOGO SOQUETE SEXTAVADO 1/2"" 10-32MM GEDORE RED 3300055 ",15,1,,MEZANINO-Y-055,
73546, KIT ANEIS OFM-988/20 HIDRAVEDA 3ES4S6V8X ,14,3,,MEZANINO-J052,
96722, PINO STARA 6344-1874 ,12,40,,MEZANINO-O-048,
34160, ABRACADEIRA CASE 17316490 ,12,2,,MEZANINO-B-043,
55943," TE UNIAO 3/8"" CONECFIT PUT3/8 ",12,40,,MEZANINO-F-043,
17372," MANILHA RETA 3/4"" CARBOSTORM 012264312 ",12,20,,MEZANINO-F-053,
86890, TRILHO FENDT 7041313M1 ,12,5,,MEZANINO-D-036,
76692, FILTRO HIDRAULICO FENDT H530101490200 ,12,10,,MEZANIO-N-036,
87286, ELEMENTO FILTRO COMBUSTIVEL FENDT H218PF150001A ,12,4,,MEZANINO-H-036,
70949, FILTRO AR AGCO 530200090080 ,12,1,,MEZANINO-H-036,
81116, ARO FENDT 7041286M1 ,12,10,,MEZANINO-F-036,
82402, COTOVELO FENDT ACX2719210 ,12,5,,MEZANINO-C-036,
86581, CHICOTE FENDT ACW5478790 ,12,1,,MEZANINO-I-036,
70913, FILTRO LUBRIFICANTE FENDT ACP0154860 ,12,7,,MEZANINO-L-036,
81128, PRESILHA FENDT 45727000 ,12,2,,MEZANINO-L-034,
83434, KIT VEDACAO FENDT F716961661020 ,14,1,,MEZANINO-K-034,
78731, PORCA FENDT 1440329X1 ,12,17,,MEZANINO-M-034,
47535, ISOLADOR JD AH222390 ,12,2,,MEZANINO-F-032,
21929, ARRUELA JD 12M7065 ,12,200,,MEZANINO-B-032,
86376, ARRUELA JD 24H1406 ,12,2,,MEZANINO-E-032,
50466, PROTETOR JD R216826 ,12,2,,MEZANINO-K-032,
33601, CAIXA LUZ FERRO TETO ALTA PRETO ,12,2,,MEZANINO-K-032,
87512, CALIBRADOR RUIDO ,12,40,,MEZANINO-K-032,
55701, KIT LIMITADOR JD RE49632 ,12,1,,MEZANINO-O-032,
85407, TOUCA TNT SANFONADA VABENE 100UN ,0,1.000,,MEZANINO-Q-033,
84168, PANO PRATO DAMASCO 45X68CM ,12,94,,MEZANINO-B-033,
61551, SACO ALVEJADO LISO MARTIMPANOS 55X80CM 1088 ,0,31,,MEZANINO-K-033,
09558, TOALHA BANHO GRANDE ,12,27,,MEZANINO-H-033,
82064, PANO CHAO ALVEJADO BRANCO 45X68CM ,12,4,,MEZANINO-B-033,
11526, PRESILHA JD AL78569 ,12,0,,103-B-011,
101529, MODULO SRM MF ACW0585290 ,12,1,,103-B-075,
82509, CAME PLANTE+ A85127 ,12,5,,103-B-073,
28451, REPARO VEDACAO JD AJ61492 ,14,1,,103-B-109,
98960, PROTECAO CENTRAL LAT ESQ STARA 7955-4270 ,12,23,,103-C-103,
72113, PINO PLANTE+ CQ59363 ,12,10,,103-C-104,
72033, JUNTA PLANTE+ CQ54878 ,12,1,,103-B-039,
27161, PARAF JAN 60178578 ,12,14,,103-C-116,
