Id,ItemName,UnitOfMeasurement,Quantity,WarehouseName,AddressingName
01074,FILTRO HIDRAULICO TECFIL PSH012,12,5,18,003-A-001
01075,FILTRO AR JD DQ46907,12,7,18,003-A-011
01078,FILTRO LUBRIFICANTE HYSTER 324692,12,5,18,01-A-002
01080,FILTRO AR MANN C24650/1,12,2,18,7316
01328,FILTRO AR JD DQ46908,12,7,18,5085
01329,FILTRO COMBUSTIVEL JD RE62419,12,15,18,5684
01349,FILTRO SUCCAO STARA 1527-4101,12,1,18,003-A-003
01350,FILTRO COMBUSTIVEL JD DQ24057,12,8,18,002-A-003
01355,FILTRO HIDRAULICO JD RE45864,12,6,18,002-A-002
02249,OLEO TRANS TEXAMATIC B,6,28,18,001-A-001
02368,FILTRO AR JD AH164062,12,13,18,003-A-005
02369,FILTRO AR JD AH164063,12,13,18,003-A-010
02371,FILTRO COMBUSTIVEL JD RE500186,12,25,18,139
02372,FILTRO COMBUSTIVEL JD AR86745,12,37,18,139
02398,FILTRO AR FLEETGUARD AF1841,12,1,18,Vazio
02443,FILTRO AR HYSTER 305080,12,1,18,Vazio
02490,FILTRO AR JD AH115833,12,25,18,003-A-008
02496,FILTRO TRANSMISSAO JD RE205726,12,15,18,003-A-005
02550,FILTRO AR MANN C17308,12,5,18,001-A-009
02601,FILTRO HIDRAULICO CASE 1329214C1,15,3,18,002-A-004
02921,FILTRO AR CASE 247752A1,12,2,18,003-A-002
03116,FILTRO AR CASE 86998333,12,5,18,003-A-007
03184,FILTRO COMBUSTIVEL CAT 1634465,12,1,18,138
03260,FILTRO LUBRIFICANTE JD RE504836,12,21,18,01-A-003
03263,FILTRO HIDRAULICO MANN H1291/1,12,5,18,003-A-004
03624,FILTRO AR MANN CF300/1,12,1,18,02-A-001
03667,FILTRO LUBRIFICANTE MANNW950/18,12,2,18,52
03915,FILTRO AR CASE 90-8300T1,12,2,18,7316
04031,FILTRO AR MANN C15300,12,2,18,003-A-005
04094,FILTRO COMBUSTIVEL JD CQ29104,12,9,18,002-A-001
05254,FILTRO LUBRIFICANTE FLLETGUARD LF3345,12,2,18,56
05875,FILTRO HIDRAULICO CASE N14232,12,3,18,003-A-001
05899,FILTRO COMBUSTIVEL JD RE62418,12,6,18,139
05901,FILTRO COMBUSTIVEL JD RE522878,12,9,18,01-A-002
05903,FILTRO HIDRAULICO JD AN203010,12,41,18,002-A-001
06050,FILTRO HIDRAULICO JD DQ21803,12,2,18,55
06053,FILTRO AR CASE 294293A1,12,10,18,5085
08125,FILTRO LUBRIFICANTE JD T19044,12,5,18,55
08161,FILTRO COMBUSTIVEL TOYOTA 2330030450,12,1,18,003-A-003
08552,ELEMENTO SINTERIZADO DE BRONZE DIESEL,12,1,18,138
08575,FILTRO AR JD RE199682,12,3,18,003-A-001
08675,FILTRO AR CASE 87440031,12,8,18,003-A-004
09986,FILTRO HIDRAULICO MF 034391T1,12,1,18,52
10211,FILTRO TRANSMISSAO AGRALE 8009104397008,12,2,18,56
10457,FILTRO AR CONDICIONADO FIAT 7082928,12,3,18,3
10458,FILTRO AR MANN C2585,12,6,18,3
11430,FILTRO AR JD DQ59010,12,3,18,003-A-001
11870,FILTRO AR CHEVROLET 93321112,12,6,18,55
12043,FILTRO AR JD RE199681,12,4,18,003-A-005
12132,FILTRO SECADOR JD AN204967,14,6,18,003-A-002
12177,FILTRO SECADOR WABCO 4324100202,12,1,18,01-A-008
12352,FILTRO LUBRIFICANTE MANN WP928/80,12,3,18,52
14760,OLEO LUBRIFICANTE 5W30 - SL 94701273,6,1,18,01-A-002
14953,FILTRO COMBUSTIVEL CASE 84214564,12,6,18,5684
15389,FILTRO HIDRAULICO TURBO FILTRO UH11009P,12,2,18,5088
15834,FILTRO AR JD DQ59009,12,3,18,003-A-004
16767,FILTRO AR JD AL172780,12,4,18,002-A-005
16768,FILTRO AR JD AL150288,12,8,18,002-A-005
17283,FILTRO COMBUSTVEL FORD BG1X9155AA,12,2,18,55
17284,FILTRO AR FORD BG9X9601CA,12,1,18,5089
17833,FILTRO LUBRIFICANTE TECFIL PSL282,12,2,18,55
18205,FILTRO COMBUSTIVEL CASE 84171722,12,8,18,138
18289,FILTRO AR MANN C2496,12,4,18,3
18372,OLEO AMACIAMENTO JD BREAK-IN,6,25,18,001-A-001
18402,FILTRO COMBUSTIVEL HUSQVARNA 531029502,12,3,18,001-A-003
18576,FILTRO COMBUSTIVEL JD RE525523,12,24,18,003-A-001
18578,FILTRO LUBRIFICANTE JD RE509672,12,12,18,52
18884,FILTRO AR JD AH222225,12,20,18,003-A-012
18885,FILTRO AR JD AH212295,12,22,18,003-A-006
18939,FLUIDO FREIO LHM CASE 1060086091,6,7,18,02-A-002
19364,FILTRO COMBUSTIVEL SCANIA 1763776,12,3,18,5684
19365,FILTRO COMBUSTIVEL SCANIA 1518512,12,16,18,002-A-003
19844,FILTRO SUCCAO JACTO 525832,12,6,18,002-A-001
20244,FILTRO COMBUSTIVEL JD RE522878,12,8,18,003-A-003
20245,FILTRO HIDRAULICO JD RE273801,12,3,18,003-A-002
20536,FILTRO AR JD RE181915,12,25,18,003-A-002
20537,FILTRO AR JD RE196945,12,14,18,01-A-007
20538,FILTRO AR JD RE24619,12,3,18,003-A-005
20822,COADOR JD AN207571,12,8,18,002-A-002
20823,FILTRO LUBRIFICANTE JD AN207572,12,8,18,001-A-004
22405,FILTRO COMBUSTIVEL PERKINS 423651,12,2,18,001-A-008
22811,FILTRO COMBUSTIVEL FLEETGUARD FS19727,12,11,18,003-A-002
22812,FILTRO COMBUSTIVEL FLLETGUARD FS19608,12,4,18,003-A-001
24012,PAPEL FILTRANTE DIESEL 4 FUROS,3,10,18,5088
24053,FILTRO AR CONDICIONADO JD RE187966,12,9,18,003-A-001
24088,FILTRO LUBRIFICANTE MANN W940/18,12,3,18,02-A-004
24321,FILTRO COMBUSTIVEL MANN WK513,12,6,18,5684
24638,FILTRO LUBRIFICANTE KOHLER 5205002S,12,1,18,003-A-004
24933,FILTRO AR VW 2S0129620B,12,2,18,003-A-007
25074,FILTRO COMBUSTIVEL FLEETGUARD FS1241,12,1,18,01-A-001
25933,FILTRO AR SCHULZ 00701180/AT,12,2,18,3
26336,FILTRO HIDRAULICO HDA FR24,12,1,18,5763
26688,FILTRO AR CUMMINS AF2599700,12,8,18,003-A-011
27971,FILTRO AR CASE 84191182,12,8,18,57
27972,FILTRO AR CASE 87356547,12,9,18,5083
28411,FILTRO COMBUSTIVEL CASE 5801439820,12,9,18,139
28461,FILTRO AR HONDA 17211ZE1000,12,7,18,3
28796,FILTRO HIDRAULICO CASE J934430,12,1,18,5684
30433,FILTRO COMBUSTIVEL MANN PF420,12,2,18,5684
30670,FILTRO COMBUSTIVEL HONDA 16910KVS611,12,10,18,03-A-002
30980,FILTRO LUBRIFICANTE FLEETGUARD LF16015,12,3,18,5684
31222,FILTRO AR MB A3760948104,12,1,18,5089
31223,FILTRO AR MB A3760948004,12,1,18,5089
31225,FILTRO COMBUSTIVEL MB A0000901551,12,3,18,001-A-002
31271,FILTRO HIDRAULICO JD AL203061,12,2,18,001-A-006
31674,FILTRO AR JD AH239996,12,13,18,5085
32306,FILTRO HIDRAULICO CASE 123488A1,12,3,18,002-A-004
33095,FILTRO COMBUSTIVEL RANCOR R28-30M,12,5,18,5684
33411,FILTRO AR DONALDSON P828889,12,2,18,003-A-005
33555,FILTRO COMBUSTIVEL TOYOTA 233900L050,13,7,18,5684
34454,FILTRO COMBUSTIVEL CASE 84476807,12,9,18,138
34455,FILTRO COMBUSTIVEL CASE 84557099,12,13,18,5684
34781,FILTRO LUBRIFICANTE MANN W950/26,12,2,18,56
34784,FILTRO COMBUSTIVEL MANN WK950/21,12,5,18,5684
35203,FILTRO COMBUSTIVEL CASE 84993232,12,1,18,Vazio
35831,OLEO LUBRIFICANTE AGROLUB-05 BARDAHL 015226,6,1,18,01-A-002
35867,FILTRO AR MANN C29003,12,5,18,3
36008,FILTRO AR TECFIL AP9836,12,3,18,003-A-001
36016,FILTRO AR TECFIL ASR839,12,4,18,002-A-005
36079,PAPEL FILTRANTE DIESEL 2 FUROS,3,50,18,5087
36734,FILTRO AR JD H220870,12,6,18,5083
37237,ELEMENTO FILTRANTE FEN MARRON 10 MICRA TBA 0700156,12,3,18,138
37238,ELEMENTO FILTRANTE CUNO BRANCO 1 MICRA TBA 0700008,12,10,18,138
37250,REFIL EURO 400 1 MICRA EUROFILT  RF400BR 1M,12,3,18,138
37255,REFIL EURO 400 5 MICRA EUROFILT  RF400BR 5M,12,16,18,138
38165,FILTRO AR HUSQVARNA 587287602,12,3,18,3
38417,"REFIL ABASTECIMENTO 10"" C/ ROSCA EUROFILT RF10 5M",12,20,18,5684
38418,"REFIL ABASTECIMENTO 10"" C/ ROSCA EUROFILT RF10 1M",12,6,18,138
38433,FILTRO COMBUSTIVEL HONDA 16910KREB01,12,42,18,5085
39310,FILTRO COMBUSTIVEL MANN WK940/24,12,5,18,3
39514,FILTRO LUBRIFICANTE MANN H932/4,12,2,18,56
39736,FILTRO AR CONDICIONADO JD RE284091,12,6,18,003-A-004
39739,FILTRO HIDRAULICO JD RE210857,12,4,18,01-A-003
40190,FILTRO COMBUSTIVEL JD RE522868,12,4,18,001-A-006
40863,FILTRO ARREFECIMENTO CASE 84605017,12,6,18,55
41788,FILTRO AR SCANIA 1335680,12,1,18,5086
41789,FILTRO AR SCANIA 1421021,12,2,18,003-A-007
42024,FILTRO COMBUSTIVEL MB A9794770015,12,1,18,5684
42491,FILTRO AR MANN C30703,12,8,18,003-A-010
43504,FILTRO LUBRIFICANTE CASE 84229397,12,4,18,52
44821,FILTRO COMBUSTIVEL MB A000901551,12,1,18,003-A-004
44822,FILTRO COMBUSTIVEL MB A000901351,12,5,18,3
44824,FILTRO COMBUSTIVEL MB A9584770015,12,1,18,003-A-001
44825,FILTRO AR MB A3760948304,12,4,18,5083
44908,FILTRO AR MB A3740940104,12,5,18,5083
44909,FILTRO AR MB A0004295795,12,2,18,55
44942,ELEMENTO STARA 9100-1622-ELF,12,10,18,002-A-003
44943,FILTRO SUCCAO STARA 7911-4238,12,1,18,001-A-005
44945,FILTRO SUCCAO STARA 7911-4239,12,2,18,002-A-004/A-001
45115,FILTRO AR MANN CF500/1,12,1,18,5084
45192,FILTRO LUBRIFICANTE MB A9061800109,12,3,18,56
45193,ELEMENTO MB A9584770115,12,8,18,5085
45439,OLEO LUBRIFICANTE SAE 85W140 MULTIGEAR TEXACO 721282,6,12,18,002-A-002
46546,FILTRO HIDRAULICO MANN H1278,12,3,18,001-A-002
47217,FILTRO HIDRAULICO PALFINGER EA1761,12,2,18,002-A-001
47266,REFIL EURO 900 1 MICRA EUROFILT RF900 1M,12,20,18,138
47284,FILTRO AR STIHL 41191410300,12,6,18,3
47297,FILTRO AR JD HXE11091,12,6,18,DEP.LUBR/PISO
47298,FILTRO AR JD HXE11090,12,6,18,DEP.LUBR/PISO
47548,FILTRO AR CASE 86998332,12,14,18,003-A-003
48626,OLEO LUBRIF 5W30 MOBIL SINT M-SUPER 3000 FORM D1,6,24,18,001-A-007
48734,FILTRO AR CONDICIONADO MB A0008305618,12,2,18,5083
48979,FILTRO LUBRIFICANTE HUSQVARNA 490657010,12,3,18,001-A-003
49148,FILTRO AR MB A9585280906,12,3,18,7316
49481,FILTRO COMBUSTIVEL SCANIA 1873018,12,3,18,001-A-001/SUP
51243,FILTRO COMBUSTIVEL MANN WK1060/4,12,3,18,139
51285,FILTRO COMBUSTIVEL DELPHI HDF410,12,5,18,5684
51291,FILTRO COMBUSTIVEL TECFIL PSD470/1,12,3,18,5684
51387,FILTRO AR CONDICIONADO MANN CU1919,12,2,18,52
51404,REFIL ABASTECIMENTO 1 MICRA PETROPURO MA1250,12,19,18,138
51878,FILTRO LUBRIFICANTE CASE 84346773,12,3,18,003-A-004
51978,OLEO LUBRIFICANTE 2 TEMPO 500ML STIHL 07813893004,12,13,18,001-A-001
52146,FILTRO AR STIHL 41471410300,12,5,18,3
52163,FILTRO COMBUSTIVEL MANN WK1060/2,12,6,18,5085
52164,FILTRO AR MANN C15165/3,12,5,18,5084
52188,FILTRO AR FLEETGUARD AF25558,12,4,18,5084
52189,FILTRO AR CONDICIONADO CASE 87684088,12,8,18,5085
52190,FILTRO AR FLEETGUARD AF25557,12,4,18,5084
52191,FILTRO COMBUSTIVEL CASE 84217953,12,5,18,138
52192,FILTRO HIDRAULICO CASE 84257511,12,14,18,52
52193,FILTRO LUBRIFICANTE CASE 84565867,12,6,18,002-A-002
52211,FILTRO AR JD AL172781,12,11,18,003-A-001
52232,FILTRO HIDRAULICO CASE 84226258,12,5,18,137
52233,FILTRO LUBRIFICANTE CASE J318853,12,4,18,137
52376,FILTRO AR HYSTER 1652147,12,3,18,001-A-002
52501,FILTRO LUBRIFICANTE NH 84228488,12,1,18,001-A-003
52945,FILTRO COMBUSTIVEL JD RE541922,13,38,18,01-A-002
53167,FILTRO COMBUSTIVEL MB A0001420289,12,3,18,5684
53297,FILTRO COMBUSTIVEL TOYOTA 233900L070,13,2,18,5684
53298,FILTRO AR CONDICIONADO TOYOTA 871390K080,12,4,18,3
55120,FILTRO LUBRIFICANTE MANN HU931/5X,12,6,18,002-A-004
55318,FILTRO AR CONDICIONADO CASE 293615A1,12,4,18,001-A-001
55557,FILTRO AR CASE 5801659560,12,25,18,002-A-001
55745,FILTRO COMBUSTIVEL DELPHI HDF494,12,2,18,55
55955,FLUIDO FREIO DOT4 500ML VARGA RCLF00054,0,10,18,001-A-001
56309,FILTRO AR TOYOTA 178010L040,12,5,18,3
56669,FILTRO AR TOYAMA TG55FX11013,12,3,18,3
56703,FILTRO AR FLEETGUARD AF25291,12,2,18,5085
56828,FILTRO AR DONALDSON P536529,12,2,18,Vazio
56853,FILTRO COMBUSTIVEL STEMAC 21018703018,12,6,18,001-A-001/SUP
56856,ANEL STEMAC 21003702983,14,3,18,3
57078,FILTRO SECADOR MANN TB1374X,12,11,18,003-A-004
57542,OLEO LUBRIFICANTE BAUSCH BSE32 5LT BITZER UCBPR001001,0,4,18,001-A-001
57694,FILTRO AR SCANIA 1931040,12,3,18,003-A-004
58495,FILTRO AR DONALDSON P822858,12,2,18,001-A-001/SUP
58496,FILTRO AR DONALDSON P821575,12,3,18,001-A-001/SUP
58511,FILTRO AR MANN C13200,12,2,18,5083
59089,FILTRO AR CONDICIONADO MANN CU4469,12,5,18,5083
59090,FILTRO AR MANN C14200,12,2,18,01-A-003
59095,FILTRO AR HONDA 17211KWGB00,12,13,18,001-A-005
59099,FILTRO LUBRIFICANTE JD DZ101880,12,10,18,52
59100,FILTRO AR CASE 84217229,12,3,18,5088
59104,FILTRO ARREFECIMENTO TECFIL PSA761,12,4,18,55
59106,FILTRO LUBRIFICANTE DONALDSON P550520,12,3,18,55
59130,FILTRO LUBRIFICANTE CASE 84222017,12,6,18,55
59134,FILTRO LUBRIFICANTE MANN W712/22,12,3,18,56
59135,FILTRO LUBRIFICANTE MANN W940/34,12,2,18,56
59137,FILTRO HIDRAULICO CASE 47833564,12,4,18,5083
59141,FILTRO AR DELPHI EFA411,12,3,18,5086
59143,FILTRO AR MANN CF1552,12,7,18,57
59144,FILTRO LUBRIFICANTE DELPHI EFL925,12,2,18,137
59145,FILTRO LUBRIFICANTE TECFIL PL519,12,1,18,137
59180,GRAXA LITIO GRASA 62 1KG YPF 616574,0,12,18,002-A-002
59183,OLEO LUBRIFICANTE 2 TEMPO 500ML HUSQVARNA 575012802,0,7,18,001-A-001
59188,OLEO LUBRIFICANTE GL5 SAE 90 1LT LUBRAX BR0112,0,17,18,001-A-001
59873,FILTRO LUBRIFICANTE TOYOTA 90915YZZD2,12,2,18,002-A-001
60033,OLEO LUBRIFICANTE 10W30 BREAK-IN 1LT JD CQM20189,0,12,18,001-A-001
60726,FILTRO COMBUSTIVEL MANN BFU707,18,10,18,138
60861,FILTRO HIDRAULICO DONALDSON P559128,12,2,18,55
61504,FILTRO AR CONDICIONADO WEGA AKX35321,12,2,18,001-A-004
61731,OLEO LUBRIFICANTE MS 1LT SCHULZ 01000110/AT,0,14,18,54
62698,FILTRO LUBRIFICANTE HYSTER 1320000,12,3,18,001-A-005
62728,FILTRO TRANSMISSAO HYSTER 4020588,12,2,18,003-A-002
63160,FILTRO AR TOTAL SOURCE 1652147,12,1,18,3
63932,FILTRO COMBUSTIVEL JD AT223493,12,11,18,002-A-003
63933,FILTRO COMBUSTIVEL JD AT433554,12,5,18,002-A-002
63934,FILTRO HIDRAULICO JD AM39653,12,6,18,01-A-002
63935,FILTRO AR JD AT300487,12,5,18,003-A-010
63936,FILTRO AR JD AT314583,12,5,18,5083
63938,FILTRO AR JD AT191102,12,5,18,001-A-001
63939,FILTRO AR JD AT307501,12,3,18,002-A-005
63940,FILTRO HIDRAULICO JD AT335977,12,5,18,003-A-008
64535,FILTRO SECADOR MAHLE AL12,12,3,18,001-A-002
64644,FILTRO LUBRIFICANTE MANN HU1077/1X,12,6,18,5085
64645,FILTRO LUBRIFICANTE MANN W11102/18,12,8,18,001-A-002
64647,FILTRO COMBUSTIVEL MANN PU941X,12,6,18,002-A-002
64652,FILTRO AR MANN C311345/1,12,4,18,003-A-007
66678,FILTRO AR CONDICIONADO TECFIL ACP603,12,2,18,001-A-001
67089,FILTRO JD CQM20170,14,1,18,001-A-002
67833,OLEO LUBRIFICANTE 10W30 1L 4T HONDA 08233M99K1JD1,0,31,18,001-A-004
68721,FILTRO LUBRIFICANTE NH 000704,12,3,18,002-A-001
68726,FILTRO LUBRIFICANTE SCANIA 2625884,12,11,18,002-A-003
68747,FILTRO HIDRAULICO DONALDSON P171613,12,1,18,002-A-003
69015,FILTRO COMBUSTIVEL NH 84423586,12,2,18,003-A-001
69017,FILTRO HIDRAULICO NH 84196445,12,1,18,001-A-001
69018,ADITIVO COMBUSTIVEL DIESEL 5LT ACTIOIL A5505,0,1,18,01-A-004
69020,FILTRO LUBRIFICANTE NH 5801415504,12,2,18,001-A-001
69145,FILTRO COMBUSTIVEL STARA 7955-4082-EL,12,8,18,138
69146,FILTRO COMBUSTIVEL STARA 7955-4067-FC,12,7,18,003-A-003
69148,FILTRO COMBUSTIVEL STARA 7911-4309-FC,12,8,18,003-A-003
69149,FILTRO LUBRIFICANTE STARA 7911-4309-FO,12,6,18,002-A-003
69323,FILTRO COMBUSTIVEL KOHLER 2405013S,12,1,18,001-A-002
69325,FILTRO AR KOHLER 1608304S,12,3,18,02-A-001
69328,FILTRO LUBRIFICANTE HIDRAULICO HUSQVARNA PN52114 539113466,12,2,18,01-A-002
69414,FILTRO AR PERKINS 488847,12,1,18,001-A-005
69433,FILTRO COMBUSTIVEL STARA 7901-4009-EFO,12,3,18,002-A-002
69793,FILTRO AR FENDT H218PH0520060,12,1,18,002-A-003
69797,FILTRO COMBUSTIVEL FENDT F530200062010,12,3,18,5084
69798,FILTRO COMBUSTIVEL FENDT ACP0153530,12,6,18,5084
69808,OLEO LUBRIFICANTE 10W30 4T HONDA 08233M99024,0,60,18,001-A-004
70319,FILTRO AR CONDICIONADO JD AL225552,12,5,18,003-A-008
70583,FILTRO AR NH 47364243,12,4,18,001-A-003
70842,FILTRO HIDRAULICO STARA 7911-4509-EL,12,3,18,001-A-005
70843,FILTRO RETORNO HIDRAULICO STARA 7901-4239-EL,12,4,18,002-A-004
70844,FILTRO AR STARA 7911-4230-FPC,12,2,18,002-A-004
70845,FILTRO AR STARA 7955-4099,12,3,18,003-A-001
70847,FILTRO AR STARA 7955-4100,12,3,18,5089
70874,FILTRO HIDRAULICO CASE 47710533,12,4,18,001-A-003
70875,FILTRO COMBUSTIVEL CASE 84283691,12,2,18,001-A-001
70892,FILTRO HIDRAULICO CASE 5801592262,12,1,18,5763
70894,FILTRO COMBUSTIVEL CASE 84597068,12,1,18,001-A-003
70896,FILTRO AR CASE 504153481,12,1,18,139
70913,FILTRO LUBRIFICANTE FENDT ACP0154860,12,2,18,5084
70949,FILTRO AR AGCO 530200090080,12,2,18,003-A-003
70951,FILTRO AR FENDT F530200091010,12,4,18,001-A-005
70952,FILTRO COMBUSTIVEL FENDT H835200730200,12,2,18,001-A-003
70953,FILTRO AR FENDT H530811140621,12,12,18,001-A-006
70995,FILTRO LUBRIFICANTE HIDRAULICO HUSQVARNA 522805401,12,7,18,002-A-002
71224,FILTRO COMBUSTIVEL NH 5801516883,12,2,18,001-A-001
71241,ELEMENTO FILTRO COMBUSTIVEL FENDT ACP0410280,12,2,18,001-A-003
71483,FILTRO HIDRAULICO HYSTER 4000998,12,3,18,002-A-004
71614,FILTRO AR STARA 7979-4525,12,2,18,003-A-004
71623,FILTRO ARLA NH 51447338,12,6,18,002-A-003
71679,FILTRO HIDRAULICO CASE 254353A1,12,5,18,003-A-001
71818,FILTRO UREIA MANN U58/1,14,3,18,54
72009,KIT REVISAO HONDA 0113AKRE306,12,1,18,001-A-003
72024,FILTRO LUBRIFICANTE STARA 7990-4033-FOL,12,8,18,001-A-003
72827,FILTRO SUCCAO JACTO 525832,12,7,18,001-A-005
73117,FILTRO LUBRIFICANTE CF MOTORS 704,12,1,18,DEP.LUBRIF
73118,FILTRO AR CF MOTORS 3334,12,2,18,001-A-001
73141,FILTRO AR MF 055120R1,12,4,18,002-A-003
73142,FILTRO AR MF 055119R1,12,3,18,001-A-005
73145,FILTRO RESPIRO FENDT ACP0225000,12,2,18,001-A-002
73147,FILTRO RESPIRO FENDT H218PB3001010,12,2,18,002-A-004
73192,FILTRO COMBUSTIVEL CF MOTORS 3924,12,2,18,01-A-003
73276,FILTRO TRANSMISSAO JD AT468647,12,21,18,003-A-004
73356,FILTRO SECADOR JD AXE53638,12,1,18,003-A-004
73521,FILTRO LUBRIFICANTE MB A9061800309,12,35,18,003-A-002
73588,ADITIVO COOLANT 1LT STARA 7920-4531,0,16,18,001-A-001
73597,"FILTRO AR FA07 1/4"" V8 BRASIL 2431",12,3,18,001-A-008
73951,FILTRO LUBRIFICANTE MF 837079728,12,3,18,002-A-002
73955,KIT FILTRO COMBUSTIVEL MF 837091623,14,1,18,001-A-001
73968,FILTRO COMBUSTIVEL CASE 84412164,12,3,18,003-A-005
74221,FILTRO AR PRIMARIO MF 4379574M1,12,6,18,003-A-005
74222,FILTRO AR SECUNDARIO MF 4379575M1,12,4,18,5089
74250,FILTRO COMBUSTIVEL MF ACX2421580,12,3,18,002-A-003
74662,FILTRO SUCCAO STARA 7980-4221-EL,12,1,18,001-A-005
74672,FILTRO LINHA STARA 7920-4244-ELE,12,1,18,003-A-003
74673,ELEMENTO FILTRANTE STARA 7980-4470-EL,12,1,18,001-A-004
74674,FILTRO AR STARA 9100-0832,12,1,18,001-A-004
74676,FILTRO COMBUSTIVEL STARA 7990-4033-FC,12,2,18,001-A-001
74965,FILTRO COMBUSTIVEL PARKER R120LJ-10M-AQII,12,14,18,001-A-004
74969,FILTRO HIDRAULICO CASE 51508555,12,31,18,001-A-004
75052,OLEO LUBRIFICANTE TRENDLUB POE-32 SEMISSINTETICO PIZZANI 1LT,0,40,18,003-A-002
75345,FILTRO LUBRIFICANTE YANMAR BTD33TP35110,12,2,18,002-A-003
75423,OLEO LUBRIFICANTE PVE 320HV 1LT DANFOSS 120Z5034,0,4,18,002-A-001
75431,FILTRO LUBRIFICANTE DELPHI EFL032,12,2,18,5088
75448,FILTRO AR MF 4385488M3,12,3,18,002-A-002
75449,FILTRO AR YANMAR YT2212670,12,2,18,001-A-003
75464,FILTRO TRANSMISSAO HYSTER 2524216,12,5,18,002-A-003
75609,ELEMENTO FILTRANTE REXROTH R928019197,12,2,18,003-A-003
75758,FILTRO SUCCAO STARA 9100-4153,12,3,18,5088
75779,ELEMENTO JD RE539465,12,1,18,002-A-003
75780,ELEMENTO JD DZ112918,12,2,18,003-A-001
75783,FILTRO LINHA STARA 1072-4128,12,3,18,003-A-002
75808,FILTRO AR JD RE587793,12,39,18,003-A-006
75825,FILTRO AR JD RE587794,12,32,18,003-A-003
75867,FILTRO COMBUSTIVEL FLEETGUARD FF5612,12,1,18,001-A-008
75879,FILTRO LUBRIFICANTE FLEETGUARD LF3970,12,1,18,003-A-002
75964,ELEMENTO JD AT365869,12,3,18,003-A-001
76688,FILTRO AR NH 47429528,12,1,18,001-A-005
76690,FILTRO AR NH 87267363,12,1,18,001-A-008
76692,FILTRO HIDRAULICO FENDT H530101490200,12,7,18,001-A-002
76693,FILTRO HIDRAULICO FENDT H530860060100,12,5,18,01-A-002
76694,FILTRO HIDRAULICO FENDT F737960020060,12,5,18,002-A-002
76755,FILTRO SECADOR FENDT F842880141020,12,3,18,003-A-004
76905,FILTRO HIDRAULICO MF 4360129M1,12,1,18,002-A-004
77328,FILTRO LUBRIFICANTE MB A9041800109,12,2,18,001-A-003
77346,"ELEMENTO FILTRANTE 3/4"" HIDROFOBICO 10136",12,4,18,003-A-003
77381,FILTRO COMBUSTIVEL FLEETGUARD FF5018,12,10,18,5085
77382,FILTRO SECADOR DONALDSON P781466,12,2,18,5085
77976,FILTRO AR CASE 84305930,12,1,18,003-A-005
78073,KIT FILTRO COMBUSTIVEL MF ACP0566310,14,7,18,003-A-004
78074,FILTRO TRANSMISSAO MF 4314565M2,12,4,18,001-A-004
78075,FILTRO HIDRAULICO MF 4358348M1,12,2,18,003-A-001
78342,FILTRO AR MB A9585280806,12,2,18,003-A-012
