Id,Name,UnitOfMeasurement,AddressingId,Quantity
02124,MANCAL STARA 7310-3039,12,369,1
02116,"ARRUELA PRESSAO 3/8""",12,1568,345
02117,ELETRODO OK 4804 4.00MM 7018 ESAB 0300141,3,2789,39,432
02109,PARAFUSO FRANCES 8X30MM MA RI 8.8,12,467,1769
02104,"PORCA TRAVANTE 9/16"" MB""",12,289,106
02103,"PARAFUSO ALLEN 5/8""X2"" MB RP 10.9",12,2790,8
02099,PORCA SEXTAVADO 16MM MB,12,2301,1
02102,"PORCA SEXTAVADO 7/16"" MB",12,2301,15
02108,"PORCA TRAVANTE 5/8"" MB",12,289,2
02107,PORCA TRAVANTE 8MM MA,12,2791,657
02106,"PORCA SEXTAVADO 9/16"" MB",12,2792,22
02128,"ARRUELA LISA 5/8"" P8MM",12,1972,59
02150,CORREIA LISA TRANSPOWER B69,12,1308,5
02151,CORREIA LISA TRANSPOWER A70,12,2253,8
02147,CORREIA LISA TRANSPOWER A56,12,1327,6
02160,CORREIA LISA TRANSPOWER A88,12,1159,16
02158,PRESSOSTATO JD DQ13230,12,2275,2
02153,CORREIA LISA TRANSPOWER A74,12,2793,9
02154,CORREIA LISA TRANSPOWER A81,12,1162,4
02130,ELETRODO OK 4804 5.00MM 7018 ESAB 0300149,3,1365,91,5
02131,ELETRODO OK 2103 4.00MM CORTE ESAB 0300088,3,1365,0,257
02141,LIXA FERRO 225 X 275MM GR 50 3M HC000602256,12,2794,20
02140,LIXA DAGUA 225 X 275MM GR 600 3M HB004072995,12,2365,8
02139,LIXA DAGUA 225 X 275MM GR 400 3M HB004072870,12,2365,6
02098,"PORCA SEXTAVADO 7/16"" MA",12,563,2
02031,ARRUELA PLANETARIA 5511211,12,2795,4
02032,RETENTOR 22.50 X 47.00 X 19.00 GROWING GW8099,12,2429,5
02025,MANCAL FRM F208,12,2796,4
02029,"PORCA SEXTAVADO 5/16"" MA",12,2373,112
02041,MOLA 7743G00,12,42,16
02043,GAXETA CAT 2S5867,12,846,2
02024,ENGRENAGEM STARA 1051-1553,12,2797,2
02015,CRUZETA COTRAME CC45,12,2477,1
02014,LUVA AEMCO CW12,12,191,2
02013,ESCOVA JUMIL 1103192,12,2798,8
02021,LUVA AEMCO CW11,12,1390,5
02022,LUVA AEMCO CC22,12,216,3
02017,LUVA VV VV2252,12,216,2
02091,PORCA RODA 16MM ZM 2901601,12,1226,26
02084,"PORCA TRAVANTE 3/4"" MA",12,1765,25
02081,"PARAFUSO FRANCES 5/16""X8 MA RP",12,2765,4
02096,PORCA SEXTAVADO 14MM MB,12,2799,97
02097,"PORCA SEXTAVADO 5/8"" MA",12,289,73
02095,"PORCA SEXTAVADO 1/2"" MA",12,2792,110
02093,PORCA TRAVANTE 6MM MB,12,2372,360
02094,"PORCA TRAVANTE 9/16"" MA""",12,2792,16
02077,PINO CLARCK 514921,12,2800,4
02055,RETENTOR 102.00 X 130.00 X 13.00 ARCA 5093,12,1386,1
02056,REFORCO PISTAO HD,12,2801,1
02052,REPARO PISTAO HD,12,1214,6
02048,ANEL ENGESA 6940613475,12,1531,3
02049,REPARO PISTAO HD 402,12,1377,2
02069,PINO P877000,12,2802,2
02076,ANEL SPICER 003581,12,2803,2
02067,ESCAPADOR PAVONI PV000703,12,2804,8
02060,RETENTOR 140.00 X 12.50 X 6.00 APC 8236,12,1203,6
02326,"DISCO DESBASTE 7""X1/4X7/8"" A24U-BF DEWALT DW44580",12,2416,16
02319,CORPO JD R124742,12,2805,1
02342,"PARAFUSO SEXTAVADO 5/16""X1/2"" MA RI 8.8",12,1229,202
02343,SOLENOIDE JD AJ58835,12,2806,1
02337,ROLAMENTO ESFERA FAG 6202 2RS,12,2807,4
02334,ROLAMENTO ESFERA NSK 6912,12,1589,8
02279,PARAFUSO CABECA PANELA FENDA 6X20MM,12,1018,119
02275,TRAVA ELASTICA INTERNO 103MM,12,1237,4
02274,TRAVA ELASTICA INTERNO 80MM,12,1237,30
02286,ESTOPA PANO COSTURADO,3,2808,320
02285,DISCO JUMIL 9901065,12,2809,7
02282,REBITE LONA FREIO 8X15,12,2403,86
02284,PORCA SEXTAVADO 10MM MA,12,2810,156
02344,PINO JD R113228,12,2811,7
02383,CORRENTE PLASTICA PRETA/AMARELO ELO PEQUENO PLASTCOR 70000099,1,2812,50
02384,TAMPA JACTO 911966,12,526,1
02365,BICO GRAXEIRO 08MM 90º,12,2588,225
02366,BICO GRAXEIRO 08MM 45º,12,2813,71
02397,"ABRACADEIRA PARAFUSO TIPO D 3/4"" TRAMONTINA 56136/003",12,1802,5
02405,ABRACADEIRA HYSTER 68968,12,2224,1
02360,PALHETA JD AL153661,12,215,4
02353,CORREIA LISA TRANSPOWER A76,12,2814,15
02348,ENGRENAGEM NEVOEIRO 402191,12,2815,15
02346,PARAFUSO SEXTAVADO 24X90MM MA RP 8.8,12,1525,32
02347,PORCA SEXTAVADO 24MM MA,12,2373,47
02356,CORREIA LISA TRANSPOWER B85,12,1303,4
02199,RETENTOR 6350 X 93.27 X 7.95 SOG 111176,12,1853,10
02191,CORREIA LISA TRANSPOWER B39,12,2816,2
02208,CORREIA LISA TRANSPOWER B116,12,2817,11
02210,ANEL JD R10093,12,675,4
02205,PORCA SEXTAVADO 8MM MB,12,2791,86
02201,LIXA FERRO 225 X 275MM GR 100 3M HC000602025,12,2794,26
02204,CORREIA LISA TRANSPOWER B89,12,2818,2
02169,CORREIA LISA TRANSPOWER B59,12,1161,5
02166,CORREIA LISA TRANSPOWER B55,12,2819,9
02183,"PARAFUSO FRANCES 1/2X3"" MA RP 8.8",12,2250,20
02184,PARAFUSO 400139,13,2725,2
02181,PORCA CASE 1954816C1,12,1515,72
02211,CORREIA LISA TRANSPOWER B144,12,2820,10
02255,TRAVA ELASTICA INTERNO 70MM,12,1237,14
02259,TRAVA ELASTICA EXTERNO 42MM,12,1236,3
02246,PORCA TRAVANTE 5/16 MA,12,2799,195
02266,TRAVA ELASTICA EXTERNO 60MM,12,2184,4
02269,TRAVA ELASTICA INTERNO 35MM,12,2184,1
02262,TRAVA ELASTICA EXTERNO 38MM,12,2184,45
02261,TRAVA ELASTICA INTERNO 44MM,12,2184,17
02214,CORREIA LISA TRANSPOWER B119,12,2821,15
02212,ANEL JD R33259,12,675,6
02213,ANEL JD R28782,12,2822,58
02226,CORREIA DENTADA GATES 2/9581,12,1295,1
02228,CORREIA DENTADA GATES 9688GS,12,2823,2
00585,ROLAMENTO MANCAL INA GYE45 KRRBAS2,12,2824,2
00581,ROLAMENTO ESFERA SKF 51109,12,2825,5
00582,ROLAMENTO ESFERA USSR 60215 Z,12,1938,4
00593,ROLAMENTO MANCAL INA F458022,12,2826,10
00594,ROLAMENTO ESFERA NSK 6012 2Z,12,2362,2
00589,ROLAMENTO ESFERA SKF 6302 2RSH,12,435,4
00590,ROLAMENTO MANCAL INA GYE35 KRRBAS2,12,2827,4
00571,ROLAMENTO ESFERA NSK 3209,12,1938,2
00572,ROLAMENTO ESFERA SKF 6203 2Z,12,1666,1
00570,ROLAMENTO ESFERA FAG 6011 2RS,12,753,1
00568,ROLAMENTO ROLETE SKF 32209,12,860,6
00576,ROLAMENTO MANCAL INA GRAE20 XLNPPB,12,1487,4
00578,ROLAMENTO MANCAL INA GE40 KRRB,12,2828,2
00575,ROLAMENTO ESFERA FAG 6206 2Z C3,12,753,4
00573,ROLAMENTO ESFERA SKF 6306 2Z,12,2516,1
00596,ROLAMENTO ESFERA KDC 6214 DD,12,2705,1
00605,CORREIA JD H154731,12,1912,5
00602,ROLAMENTO MANCAL INA NE45 KRRB,12,2093,1
00567,ROLAMENTO MANCAL INA GY1108 KRRB,12,1155,4
00525,ANEL JD R113226,12,1572,4
00521,ANEL JD RE47385,15,2829,1
00523,ANEL JD U42702,12,1929,1
00531,ROLAMENTO ROLETE ZWZ 32205,12,1523,3
00534,ROLAMENTO ESFERA NSK 1203,12,2830,2
00530,ROLAMENTO ESFERA SKF 1209 K,12,184,2
00528,ROLAMENTO ROLETE TIMKEN 30212,12,754,19
00529,ROLAMENTO ROLETE NACHI 30205,12,2831,2
00520,PORCA JD R123594,12,1166,2
00508,ANEL JD R111527,12,2832,5
00505,ANEL JD R113223,12,2030,7
00504,BUCHA JD R104655,12,2281,5
00511,TRINCO JD R110554,12,2334,2
00537,ROLAMENTO ROLETE TIMKEN 15250/106,12,1761,2
00556,ROLAMENTO ROLETE NSK 11949/10,12,715,1
00554,ROLAMENTO ROLETE KOYO 12649/10,12,2665,2
00552,ROLAMENTO ESFERA FAG 526468,12,1593,4
00553,ROLAMENTO ROLETE TIMKEN 88649/10,12,471,2
00563,ROLAMENTO MANCAL INA GRAE25 NPPB,12,2833,22
00562,ROLAMENTO CONICO TIMKEN 3982/20,12,2705,1
00561,ROLAMENTO ROLETE NSK 104948/10,12,1589,8
00551,ROLAMENTO MANCAL INA F110097,12,2665,2
00543,ROLAMENTO ESFERA SKF 1306 ETN,12,860,1
00544,ROLAMENTO ESFERA NSK 1308 K,12,1938,6
00540,ROLAMENTO ESFERA FAG 2215,12,1505,4
00538,ROLAMENTO ROLETE TIMKEN 30210,12,2423,2
00539,ROLAMENTO ROLETE VPZ 30304,12,779,2
00549,ROLAMENTO ROLETE KOYO 305 NJ,12,1200,9
00547,ROLAMENTO ROLETE TIMKEN 42688/20,12,2834,1
00545,ROLAMENTO ROLETE TIMKEN 30306,12,616,1
00546,ROLAMENTO ESFERA NSK 1213 K,12,876,1
00747,ARRUELA EATON 3315468,12,1377,1
00778,DISCO MF 1870860M1,12,319,8
00783,RETENTOR 35.00 X 50.25 X 12.00 ARCA 5242,12,2381,20
00773,ROLAMENTO EATON 195453,12,2835,2
00756,ROLAMENTO AGULHA INA SN3216,12,1938,3
00770,ROLAMENTO ROLETE MBS RNU45698,12,471,1
00727,ROTOR MF 026189R1,12,1164,2
00704,BUCHA CBT 0900901006,12,2836,2
00716,ARRUELA COBRE 40X47,12,1237,1
00725,RETENTOR 60.20 X 85.75 X 22.80 SABO 02267BBO,12,2837,5
00712,RETENTOR 61.50 X 95.10 X 12.70 ARCA 5249,12,810,2
00707,"PORCA SEXTAVADO 3/4"" MA",12,1765,31
00711,"PORCA CASTELO 3/4"" MB",12,1573,8
00628,RETENTOR AGRALE 4002012080000,12,1386,1
00643,RETENTOR ZF 0750110156,12,810,4
00634,RETENTOR 31.70 X 44.50 X 6.50 SABO 01149BR,12,1386,3
00500,ANEL JD R53658,12,2053,2
00221,PINO JD CQ26924,12,2838,52
00213,RETENTOR JD AH128391,12,1227,5
00249,GRAMPO JD DQ00221,13,2839,3
00234,PARAFUSO JD CQ09003,12,2840,22
00227,DEDO JD H176322,12,776,50
00231,PORCA JD 14M7240,12,2841,2
00211,DEDO JD H175818,12,1094,123
00178,ESPACADOR JD CQ57164,12,2842,8
00183,GRAMPO JD CQ27648/1C,12,2843,886
00173,ANEL JD M4237T,12,667,3
00200,REPARO VEDACAO JD DQ27412,12,1572,2
00190,CAPA JD R90090,12,2109,1
00188,ROLAMENTO JD 13P1018,12,2093,1
00189,CALCO JD H80197,12,2844,7
00250,PORCA JD 14M7238,12,2845,95
00332,BUCHA JD A40932,12,2846,8
00342,LUVA JD CQ202001,12,2847,7
00320,CABO JD DQ22466,12,1521,1
00314,BICO JD RE57152,12,2848,6
00317,CATRACA JD Z11184,12,2849,1
00364,MOLA JD CQ00731,12,2850,1
00359,ANEL JD 51M7047,12,397,3
00362,PROTECAO JD AH168064,12,2851,11
00311,ANEL JD T77857,12,1029,3
00280,ROLAMENTO AGULHA KOYO B2620,12,2852,2
00267,RETENTOR JD AH81622,12,1216,4
00252,RETENTOR 28.60 X 41.25 X 6.50 SABO 02877BAG,12,2779,1
00253,ROLAMENTO JD JD10183,12,2705,1
00303,ROLAMENTO ROLETE KOYO 88649/10,12,876,1
00308,CHAPA JD H87193,12,425,24
00298,COBERTURA JD Z27780,12,2853,2
00058,SENSOR JD AH121475,12,2613,1
00054,SUPORTE JD H205206,12,1839,1
00056,RETENTOR JD RE504363,12,1839,2
00070,CABO JD DQ30851,12,2854,1
00064,RETENTOR 35.00 X 72.00 X 10.00 ARCA 5317,12,2855,35
00065,MOLA JD CG01901,12,2856,2
00052,PINO JD 45M7080,12,2857,2
00008,MOLA JD H109929,12,2858,3
00017,ELO JD AH166638,12,2750,20
00007,ELO JD AH166639,12,2859,19
00004,ELO JD AH204579,12,11,1
00006,TUBO JD AL4741,12,1374,1
00024,EMENDA JD DQ11228,12,2860,9
00032,FACA JD DQ230702,12,2861,4
00131,JUNTA JD R81275,12,2862,4
00132,TERMOSTATO JD DQ51132,12,2863,2
00128,PARAFUSO JD A47790,12,2864,39
00122,ARRUELA JD CQ14483,12,2865,4
00155,CHAVETA JD H3126,12,195,1
00151,TUBO JD DQ32415,12,2866,1
00148,REPARO VEDACAO JD DQ25381,12,1018,2
00117,ENGATE JD Z10999,12,2867,3
00091,RETENTOR JD H169912,12,2868,18
00090,"ARRUELA FIBRA 2""3/8""",12,2529,14
00082,PARAFUSO JD H177242,12,2869,441
00088,ANEL JD P48403,12,2870,3
00111,NAVALHA JD H163132,12,2871,32
00102,CORREIA JD R135606,12,2872,2
00100,VALVULA JD DQ34624,12,1812,1
00101,FITA JD DQ32932,12,2873,3
00461,EXTENSAO JD L102591,12,1076,1
00462,ANEL JD R129726,12,701,18
00458,ANEL JD T82559,12,1076,7
00466,JUNTA JD R123417,12,479,5
00468,ARRUELA JD R95360,12,1764,1
00465,BUCHA JD R108011,12,2334,4
00446,INTERRUPTOR JD RE43497,12,2190,14
00440,VEDACAO JD R126667,12,308,19
00452,ANEL JD R76617,12,1764,1
00470,ANEL JD U17409,12,2874,55
00491,MANGUEIRA JD CQ26414,12,215,2
00493,ANEL JD R113229,12,2875,4
00486,SENSOR JD RE519144,12,2876,2
00487,ADAPTADOR JD DQ24790,12,479,1
00497,CALCO JD R49004,12,1457,51
00496,CALCO JD R86638,12,48,1
00495,ANEL JD R113224,12,2877,12
00485,PARAFUSO JD L80445,12,1569,4
00475,TUBULACAO JD RE58290,12,243,1
00474,BUCHA JD A877R,12,2878,4
00473,JUNTA JD R118092,12,1321,13
00483,SENSOR JD AL81358,12,402,2
00484,ANEL JD R117942,12,2879,65
00480,GRAMPO JD L38141,12,2495,14
00477,ANEL JD R39283,12,168,18
00479,SUPORTE JD T15285,12,360,2
00402,REMENDO FRIO R 2 VIPAL 345102,12,570,24
00407,CAMARA AR 750X18 TR218A TORTUGA AG1418,12,1591,1
00409,TELA JD R89411,12,723,1
00403,TIP TOP VD 2 VIPAL 303902,12,570,4
00405,TIP TOP VD 7 VIPAL 303907,12,570,15
00380,SUPORTE JD DQ18496,12,2880,1
00381,REFORCO JD H89141,12,1071,2
00373,PORCA JD AJ05201,12,2881,1
00371,BOTAO JD AH104380,12,1355,1
00395,ANEL JD R71732,12,2882,5
00396,VEDACAO JD R51936,12,203,19
00393,VEDACAO JD R102882,12,2883,6
00382,GRAMPO JD L59800,12,2884,19
00427,SOLENOIDE JD RE22744,12,167,1
00428,SENSOR JD RE212875,12,2013,1
00426,CALCO JD R49002,12,1033,2
00423,CALCO JD R66375,12,1177,2
00435,MACANETA JD AL113174,12,1073,1
00432,PARAFUSO JD R113494,12,1073,14
00431,MANGUEIRA JD R109228,12,2281,4
00413,ANEL JD 51M7045,12,2885,2
00412,ARRUELA JD R74012,12,203,8
00411,PINO JD T26565,12,1699,3
00420,RETENTOR JD RE38725,12,611,1
00416,JUNTA JD T20243,12,62,1
01235,ROLAMENTO ROLETE TIMKEN 212047/011,12,1589,2
01243,REBITE LONA FREIO 5X12MM,12,2886,1059
01252,ANEL HONDA 31207KS5901,12,2887,2
01255,RETENTOR 25.00 X 38.00 X 6.40 SABO 01019BR,12,1575,6
01199,BUCHA IABV 3001,12,1475,2
01201,"PRISIONEIRO 9/16""X2.1/2"" MA",12,2724,2
01310,CAIXA JUMIL 2731511,12,2888,13
01342,ROLAMENTO ROLETE TIMKEN 30208,12,2889,3
01283,SUPORTE JUMIL 2731635,12,2425,6
01270,RETENTOR 22.00 X 35.00 X 7.00 SABO 02579BRG,12,2216,8
01278,MANCAL JUMIL 2730137,12,722,1
00949,RETENTOR 44.50 X 68.20 X 12.70 SABO 00588B,12,2779,4
00950,RETENTOR 30.00 X 72.00 X 6.50 SABO 02672BRG,12,2381,3
00957,RETENTOR 95.00 X 125.00 X 13.00 SABO 00045B,12,2222,7
00960,RETENTOR 133.30 X 158.80 X 13.00 SABO 02583BRGF,12,2890,2
00955,RETENTOR 44.50 X 85.60 X 16.00 SABO 00695GB,12,2429,7
00946,RETENTOR 45.00 X 62.00 X 10.00 SABO 00063BRG,12,2187,1
00938,RETENTOR 40.00 X 56.00 X 10.00 SABO 01046BAG,12,1575,3
00939,RETENTOR 43.00 X 52.00 X 6.50 SABO 02979BA,12,1203,11
00935,RETENTOR 54.00 X 76.00 X 8.00 SABO 01825BRG,12,2891,1
00932,RETENTOR 41.10 X 49.30 X 6.50 SABO 01963BAG,12,2187,1
00934,RETENTOR 28.00 X 52.00 X 10.00 SABO 00503BR,12,810,1
00943,RETENTOR 66.70 X 95.25 X 12.70 ARCA 5244,12,2297,3
00944,RETENTOR 14.20 X 63.50 X 46.00 SABO 02020S,12,2430,2
00942,RETENTOR 130.40 X 160.00 X 12.00 SABO 02872BRAG,12,1263,2
00940,RETENTOR 36.60 X 52.35 X 8.00 SAV 10152,12,2429,15
00941,RETENTOR 133.30 X 158.75 X 13.00 SABO 01972BRG,12,944,2
00961,RETENTOR 7.00 X 16.00 X 7.00 SABO 02358BA,12,1216,4
00981,RETENTOR 20.00 X 40.00 X 7.00 SABO 02468BRG,12,1216,1
00980,RETENTOR 54.00 X 73.00 X 9.50 SABO 02197BRG,12,2234,2
00978,RETENTOR 8.00 X 22.00 X 8.00 SABO 01587BR,12,1545,2
00979,RETENTOR 20.00 X 40.00 X 6.00 ARCA 5271,12,1713,1
00988,RETENTOR 15.90 X 25.40 X 4.50 SABO 00286BR,12,278,1
00990,RETENTOR 28.00 X 40.00 X 7.00 SABO 01495BR,12,2779,7
00987,RETENTOR 32.00 X 50.00 X 11.00 REPASY 5040,12,1853,1
00983,RETENTOR 42.00 X 65.05 X 10.00 ARCA 5091,12,1197,5
00967,RETENTOR 74.00 X 114.00 X 11.00 APC 4592,12,2892,3
00968,RETENTOR 76.20 X 98.45 X 11.90 ARCA 5598,12,2381,3
00966,RETENTOR 50.00 X 65.00 X 12.00 EUREKA 6671,12,2430,1
00962,RETENTOR 34.00 X 52.00 X 7.50 SABO 01509BR,12,278,2
00963,RETENTOR 50.80 X 69.80 X 9.50 ARCA 5254,12,1412,30
00975,RETENTOR 6.50 X 14.50 X 7.00 SABO 02306BRG,12,874,1
00976,RETENTOR 6.40 X 19.10 X 6.40 SABO 01685BR,12,2471,1
00974,RETENTOR 63.50 X 82.50 X 10.00 ARCA 5318,12,1412,7
00972,RETENTOR 53.00 X 75.00 X 12.00 SABO 00838B,12,2429,3
00931,RETENTOR 114.30 X 155.60 X 14.00 SABO 02180BG,12,2187,1
00889,RETENTOR 50.00 X 72.10 X 10.00 SABO 0834BR,12,2183,3
00886,RETENTOR 90.00 X 110.10 X 13.00 SABO 01416BAG,12,1263,5
00897,RETENTOR 20.00 X 32.00 X 6.00 SABO 00712BR,12,1545,1
00898,RETENTOR 48.00 X 72.00 X 10.00 ARCA 5342,12,2893,3
00895,RETENTOR 75.00 X 100.00 X 10.00 APC 3388,12,970,1
00890,RETENTOR MICHIGAN 3303820,12,2894,12
00790,ROLAMENTO AGULHA INA F47905,12,2895,2
00845,MOLA JACTO 106096,12,1420,4
00899,RETENTOR 75.00 X 100.00 X 10.00 ARCA 5287,12,2381,5
00919,RETENTOR 57.00 X 85.00 X 13.00 SABO 02673BRX,12,2381,11
00923,RETENTOR 41.40 X 70.60 X 9.50 SABO 01931BAG,12,41,1
00916,RETENTOR 38.20 X 63.50 X 11.10 SABO 00995BA,12,2429,5
00929,RETENTOR 55.00 X 80.00 X 8.00 ARCA 5012,12,2896,18
00930,RETENTOR 14.20 X 28.55 X 13.50 SABO 02576GAG,12,2471,2
00928,RETENTOR 23.00 X 30.00 X 7.00 FLEXA 4187,12,2779,64
00925,RETENTOR 35.00 X 52.00 X 12.00 SABO 00912BRG,12,1358,1
00926,RETENTOR 41.10 X 65.40 X 13.00 SABO 01100BAG,12,1216,1
00914,RETENTOR 20.00 X 34.95 X 6.00 SABO 00715BA,12,2896,5
00903,RETENTOR 30.00 X 43.00 X 9.50 SABO 00813BAG,12,357,4
00904,RETENTOR 20.00 X 35.00 X 8.00 SABO 01386BRG,12,1263,9
00900,RETENTOR 17.00 X 35.00 X 7.00 SABO 00853BR,12,944,3
00901,RETENTOR 165.00 X 190.50 X 12.70 SABO 02056BR,12,2234,1
00911,RETENTOR 60.30 X 91.40 X 15.30 SABO 00168BAE,12,1197,5
00913,RETENTOR 150.00 X 180.00 X 15.00 SABO 01424BR,12,355,2
00910,RETENTOR 65.00 X 85.00 X 10.00 SABO 02530BRG,12,2471,2
00906,RETENTOR 60.00 X 75.05 X 8.00 SABO 00501BR,12,2684,1
00908,RETENTOR 47.70 X 72.95 X 12.00 SABO 00674B,12,1197,4
01131,ROLAMENTO ESFERA NWO RDC1035,12,2362,1
01143,RETENTOR 110.00 X 130.00 X 13.00 SABO 00803BRGS,12,1412,3
01114,TAMPA JUMIL 2729697,12,2897,63
01115,ARO JUMIL 3704363,12,332,79
01163,LIMPADOR JUMIL 2731981,12,1637,2
01161,LIMPADOR JUMIL 2731982,12,530,2
00994,RETENTOR 41.20 X 63.50 X 8.00 SAV 10754,12,2779,5
00995,RETENTOR 30.00 X 47.00 X 10.00 SAV 5060,12,2898,1
00993,RETENTOR 55.00 X 80.00 X 10.00 SABO 00459BR,12,692,3
00991,RETENTOR 85.00 X 110.00 X 12.00 ARCA 5212,12,1368,1
00992,RETENTOR 102.00 X 130.00 X 13.00 SABO 00616BR,12,2899,1
01085,EIXO JUMIL 2729515,12,2900,3
00997,RETENTOR 50.90 X 69.80 X 9.50 ELRING 00586,12,2381,1
01104,ARRUELA JUNIL 2728544,12,2370,196
05714,RETENTOR 120.00 X 145.00 X 15.00 SABO 01884BRAG,12,2579,1
05718,PINO ELASTICO 8X80MM,12,2356,7
05704,REGULADOR GAUSS GA029,12,1893,2
05701,PINO ELASTICO 10X80MM,12,101,50
05725,PORCA SEXTAVADO 24MM MB,12,2810,245
05723,"ABRACADEIRA 5/8"" X 1.1/16"" - 16 X 27MM SUPRENS 1627",12,2699,7
05719,PINO ELASTICO 8X60MM,12,2212,1
05720,"CUPILHA 1/16""X1""",12,962,450
05683,BUCHA BGL HE313,12,2901,4
05674,RETENTOR HONDA 91253033003,12,2902,10
05678,GUARDA PO TSNH BURGER 513G,17,2903,56
05691,PARAFUSO SEXTAVADO 20X180MM MA RP 8.8,12,2725,45
05730,CORREIA JD CQ58874,12,1293,2
05804,GUARNICAO HONDA 78114YB3000,12,696,10
05803,ANEL HONDA 78111YB3003,12,757,3
05795,GUARDA PO TSNH FCM 516G,17,2904,6
05816,ROLAMENTO ESFERA SKF 2207 K C3,12,1634,1
05794,FILTRO BICO JACTO 439083,12,1464,10
05772,TERMINAL FEMEA 90º AR COND. 22MM/1.5,12,1274,2
05780,PARAFUSO SEXTAVADO 16X230MM MA RP 8.8,12,1876,22
05743,GRAMPO HYSTER 1369333,12,2905,1
05735,POLIA ZEN ZEN5321,12,320,1
05787,ROLAMENTO AUTO COMPENSADOR ROLOS SKF 22215 EK/C3/256000,12,1714,11
05790,LAMINA SERRA STARRETT BS1224,12,1585,16
05782,MANCAL GBR SN513,12,4,6
05671,VENTILADOR JD - REC,12,1213,1
05614,ANEL BORRACHA 40MM,12,2703,37
05615,CHAVETA 12MM,12,2185,23
05613,CABO HONDA 22870KRE850,12,2906,2
05604,CABO HONDA 45450KRE850,12,208,4
05608,COPO JD RE51650,12,2191,3
05624,CONEXAO GBUSCH GB10295,12,2907,9
05616,CHAVETA 10MM,12,2185,5
05617,SENSOR CASE 1964960C1,12,1413,4
05603,SAPATA HONDA 06430GBJK20,12,918,27
05548,BUCHA BGL HE315,12,1571,22
05549,MANCAL FRM F211,12,2908,1
05541,REGULADOR GAUSS GA027,12,1138,2
05592,"BORRACHA VEDACAO ENGATE RAPIDO 1""",12,121,5
05596,CLIP ALUMINIO 12MM SOAR 90900217,12,1379,5
05574,"PARAFUSO CABECA CHATA 3/8""X2"" MA RI",12,2909,1151
05565,"PARAFUSO SEXTAVADO FLANGEADO 3/8""X3/4"" MA RI 8.8",12,2910,3612
05573,"PARAFUSO CABECA CHATA  3/8""X1.1/2"" MA RI",12,2911,2343
05631,COROA CENTRAL BICICLETA MONARK,12,1175,1
05654,PORTA FUSIVEL LAMINA AMS 50001,12,1543,3
05656,REPARO PARTIDA EDANTI 1830,12,2912,1
05651,RETENTOR 28.50 X 51.00 X 6.50 NC 1625318,12,1203,2
05648,GARFO MOTOR PARTIDA UNIFAP UF-4401,12,2913,1
05649,ROLAMENTO MANCAL INA GYE55 KRRB,12,2093,1
05670,ESTATOR VALEO 493818,12,2717,1
05666,ESTATOR ARIELO ALTERNADOR 140AMP 12V,12,2410,2
05664,MOLA HONDA 28442ZH8003,12,2914,9
05980,TRAVA ELASTICA INTERNO 54MM,12,1236,199
05979,CORREIA LISA TRANSPOWER B88,12,1304,19
05999,RELE MARILIA IM11345,12,858,2
05994,BICO GRAXEIRO 08MM RETO,12,2588,50
05995,REMENDO FRIO R 3 VIPAL 345103,12,570,4
05974,CAMARA AR 18.4X38 TR218A TORTUGA AG3138,12,2915,5
05950,ARRUELA LISA 10MM P14MM,12,1568,118
05968,"ABRACADEIRA CUNHA TIPO D 1"" INCA 0203",12,1527,29
06074,CORREIA JD H178037,12,2916,2
06084,CORREIA JD H221731,12,2917,5
06083,CORREIA JD DQ16231,12,2918,4
06012,CORREIA LISA TRANSPOWER B38,12,1339,2
06008,ELETRODO OK 4804 3.25MM 7018 ESAB 0305901,3,2919,4
06006,ANEL JD R26906,12,2879,12
06063,CORREIA JD H138762,12,2920,3
06065,CORREIA JD Z45026,12,2483,3
06058,CORREIA JD CQ13800,12,2921,1
06054,CORREIA JD CQ34237,12,2922,2
05949,TERMINAL RAINHA DAS SETE ETE7033,12,2923,61
05854,PARAFUSO SEXTAVADO 16X30MM MA RI 5.8,12,2745,333
05853,PARAFUSO SEXTAVADO 16X35MM MA RI 8.8,12,2924,1
05850,PARAFUSO SEXTAVADO 12X60MM MA RP 8.8,12,2250,280
05865,CAPA CAT 7D8637,12,2925,1
05866,CONE CAT 7D8636,12,843,1
05863,PARAFUSO SEXTAVADO 20X90MM MA RP 8.8,12,1526,25
05860,PARAFUSO SEXTAVADO 18X160MM MA RP 8.8,12,2926,52
05862,PARAFUSO SEXTAVADO 20X80MM MA RI 8.8,12,1602,8
05827,MANCAL MDS 5207,12,2927,1
05834,PARAFUSO SEXTAVADO 8X55MM MA RP 8.8,12,2426,12
05841,PARAFUSO SEXTAVADO 8X65MM MA RP 10.9,12,2217,16
05838,PARAFUSO SEXTAVADO 8X90MM MA RI 8.8,12,1229,10
05836,PARAFUSO SEXTAVADO 8X45MM MA RP 8.8,12,2426,31
05868,PARAFUSO SEXTAVADO 20X240MM MA RP 8.8,12,1784,18
05925,BATERIA 3.6V 300MAH PANASONIC PP301,12,2400,1
05931,"PARAFUSO SEXTAVADO 1""X6""1/2MA RP 8.8",12,2291,33
05922,PARAFUSO JD 03M7375,12,2928,6
05915,"PARAFUSO SEXTAVADO 1/2""X4"" MA RP 8.8""",12,2725,79
05948,MOLA CASE BN305410,12,2929,4
05943,PARAFUSO SEXTAVADO 12X80MM MA RI 8.8,12,1784,140
