Id,Name,UnitOfMeasurement,AddressingId,Quantity
60487,ISOLADOR JD R545599,12,1059,2
60428,CAPA HYSTER 0156194,12,1060,1
60414,CONEXAO JD RE54885,12,463,1
59909,CHAPA JD KXE10094,12,732,1
59338,PLANETARIO JD R227731,12,1061,4
59330,LUVA PROCEDIMENTO S/ PO M NITRILICO AZUL 100UN SUPERMAX 555097,11,300,3
59294,CELULA CARGA SV50 50KG ALFA 0002752,12,1062,1
59302,TRAVA JD AH214844,12,1063,4
59279,VOLANTE CASP 32010208,12,1064,20
59274,ANEL JD T78612,12,1065,25
59278,VARAO CASP 32010201,12,1066,4
59284,SUPORTE CASP 32010168,12,1067,1
59285,SUPORTE CASP 32010222,12,1068,4
59283,SUPORTE CASP 32010169,12,285,1
59281,REGULADOR CASP 32040110,12,392,1
59282,VOLANTE CASP 32010102,12,1069,1
59384,MANGUEIRA 12MM ROYCE RC800503,1,211,1
59382,MANGUEIRA 8MM ROYCE RC800401,1,1070,0,97
59379,BOMBA JD AXE61624,12,1071,1
59408,INTERRUPTOR JD AR64422,12,1072,1
59367,ARRUELA JD T116827,12,1073,2
59352,CALCO JD R131676,12,1074,8
59353,CALCO JD R131985,12,1075,5
59351,CALCO JD R132090,12,62,4
59348,MANGUEIRA JD RE201215,12,361,1
59359,ANEL JD 40M4624,12,1076,1
59360,ANEL JD L41159,12,1077,3
59354,CALCO JD R131675,12,1078,6
59264,ESPACADOR JD N379295,12,983,1
59072,ANEL JD 40M7080,12,1079,43
59073,ANEL JD 40M7119,12,1080,55
59000,TAMPA JD RE535560,12,1081,1
58977,TAMPA JD AT322214,12,1082,1
59029,CAPA JD R556561,12,1083,1
59027,CALCO JD R83560,12,160,2
59077,CONTRA PINO JD 11M7030,12,1084,101
59198,MOLA JD R33277,12,1085,2
59216,BUCHA REI R8001,12,304,6
59194,INTERRUPTOR JD AXE19913,12,1086,1
59129,REGULADOR PRESSAO MD 10 OXIGENIO CONDOR 405116,12,1087,2
59245,AMORTECEDOR JD AL180457,12,1088,1
59240,BUCHA JD L110766,12,505,2
59228,CABO FANIA 60369,12,744,1
59083,CLIPE DE SUSPENSAO DE ACO INOX PARA ALTAIR 4X MSA 1069894,12,1089,1
59078,EIXO JD KK41067,12,1090,178
59079,ENGRENAGEM JD KK12535,12,1091,3
59119,MOLA JD R42057,12,1092,3
59117,DISCO JD L100151,12,1093,2
59774,BLINDAGEM JD L115291,12,1094,1
59775,CHICOTE JD AXE10427,12,1095,1
59632,VALVULA CORTA FOGO VCF RG GAS CONDOR 404675,12,1096,2
59631,VALVULA CORTA FOGO VCF MO OXIGENIO CONDOR 404676,12,1096,4
59630,VALVULA CORTA FOGO VCF MG GAS CONDOR 404677,12,1096,4
59726,ESCOVA DEWALT 5140063-05,15,1097,5
59811,ANEL JD R172170,12,343,2
59842,ANEL JD L110729,12,1098,6
59867,MANGUEIRA JD L158229,12,1099,1
59827,ROLAMENTO JD JD10070,12,1100,1
59826,FLANGE BORRACHA BRANCA 2MM ROTOPEN 950,12,1101,3
59899,"DISCO CORTE 12""X1/8""X5/8"" A36QB32 ICDER RAO03CO0050",12,1102,69
59894,INTERRUPTOR HONDA 35012KREB00,12,1103,1
59881,JUNTA JD L100414,12,1104,1
59889,CRUZETA STAHL CZ284,12,734,1
59823,PORCA JD R542099,12,425,1
59816,ANEL JD R179858,12,362,3
59815,JUNTA JD RE580643,12,1105,1
59812,PORCA JD R173528,12,1106,1
59813,VEDACAO JD RE193357,12,1107,4
59822,EIXO JD R557917,12,243,1
59818,VEDACAO JD RE179855,12,377,1
59819,PISTAO JD R172173,12,1108,1
59626,CORREIA JD AL111091,12,23,1
59473,PARAFUSO JD 19M7077,12,1109,6
59470,MANGUEIRA JD DQ70340,12,1110,1
59494,BOMBA CASE 87429249,12,1111,1
59500,SOPRADOR JD AH222796,12,22,1
59484,RETENTOR 25.00 X 40.00 X 8.00 SABO 02233BRG,12,970,2
59428,CAPA JD RE45865,12,1112,1
59411,PORCA JD 14M7265,12,167,39
59449,CALCO JD L110715,12,1113,2
59448,VEDACAO JD R559032,12,734,2
59446,ANTI-CHAMA AJE 087161,12,1114,5
59603,ABRACADEIRA JD AL173829,12,236,2
59553,TUBULACAO JD AH215240,12,362,1
59623,PASSA FIO JD L152591,12,612,5
59624,PARAFUSO JD 03M7017,12,48,8
59619,ISOLANTE JD L154564,12,215,1
59606,"MANGUEIRA GAS GLP 1.20MT NPT 1/2"" JACKWAL 001904",12,1115,1
59540,CORREIA DENTADA JRS 13X1400,12,1116,1
59520,PARAFUSO JD 19M7297,12,193,4
59515,ANEL JD 40M1857,12,1117,1
59538,ANTIRESPINGO S/ SILICONE 400ML ESAB 0734948,12,1118,11
59521,PARAFUSO JD 19M7167,12,62,12
55544,LINGUETA JD R126570,12,1119,2
55551,ANEL JD R459R,12,216,2
55556,PASSA FIO CASE 86999947,12,968,1
55547,CALCO JD R131673,12,1120,12
55538,MANGUEIRA JD R224203,12,1121,1
55537,MANGUEIRA JD R211572,12,1122,2
55527,CONEXAO JD AN205438,12,1123,2
55531,CRUZETA JD L110646,12,1124,1
55651,RETENTOR ECO 8991654,12,1125,80
55652,PARAFUSO ECO 8995438,12,1126,68
55650,CUPILHA ECO 8989497,12,1127,97
55562,BORRACHA CASE 47700912,12,282,1
55615,AMORTECEDOR JD AL117346,12,1128,1
55617,MANGUEIRA JD RE527289,12,1058,1
55609,TAMPA JD 99M7057,12,1129,2
55565,CABO CASE 84354224,12,183,1
55608,DOBRADICA JD AL158454,12,1130,1
55499,"ADAPTADOR MACHO FEMEA 2""X2"" BREMEN 4583",12,1131,27
55445,LAMPADA 24V 20W 1176 LAMPS 93648,12,1132,8
55446,LAMPADA 12V 21W 1176 DAISHIN BA15D,12,1133,14
55444,LAMPADA 12V 10W TORPEDO AVX AV11245,12,1134,4
55442,PORTA ESCOVA MEGAVILLE 302430,12,1135,1
55448,LAMPADA 12V 35W H4 MAGNETI MARELLI LMM64185,12,1136,4
55441,PORTA ESCOVA MAGNETRON 90205000,12,1135,1
55430,LAMPADA 12V 21W 1141 PHILIPS 12498CI,12,727,55
55429,LAMPADA 24V 5W 67 PHILIPS 13821,12,520,5
55427,LAMPADA 12V 5W PINGO PHILIPS 12961,12,488,34
55428,LAMPADA 12V 4W 69 PHILIPS 12929,12,1137,19
55439,REGULADOR BOSCH 9190087027,12,1138,1
55434,"DISCO CORTE AR302 12""X1/8""X5/8"" MAXI NORTON 66252842716",12,1139,1
55432,LAMPADA 12V 55W H1 PHILIPS 12258C1,12,1140,9
55433,LAMPADA 24V 75W H4 PHILIPS 13342,12,1136,6
55471,BOTAO HYSTER 2111770,12,1141,2
55483,VALVULA ROYCE RC470018,12,1142,6
55470,REPARO CATRACA HYSTER 4100533,13,1143,1
55468,REPARO COLUNA HYSTER 1650778,14,1144,3
55469,REPARO MIXER HYSTER 1650223,14,1145,2
55491,"ADAPTADOR ESPIGAO MACHO 3/4""X""3/4"" BREMEN 3637",12,1146,8
55487,PILHA ALCALINA AAA DURACELL MN2400B4,12,1147,19
55467,FIXACAO HYSTER 1707402,13,1148,6
55460,RETENTOR HYSTER 1361688,12,1141,2
55461,KIT FIXACAO HYSTER 1565315,12,1149,4
55458,PINO NOBRE CC31,12,1150,6
55465,ALMOFADA HYSTER 1563207,12,1151,4
55466,REPARO COLUNA HYSTER 1562496,14,1152,2
55462,MOLA HYSTER 1565316,15,1153,2
55944,RETENTOR 38.00 X 50.00 X 8.00 SABO 02794BRAGF,12,970,20
55913,ARRUELA JD R515454,12,1154,19
55928,PILHA ALCALINA A23 12V ENERGIZER,12,1000,10
55863,CONJUNTO ELETRICO JD RE568839,12,1155,1
55826,DISCO FREIO 13M UNIMAQ 020020016,12,1156,1
56005,CORREIA LISA BALFLEX A78,12,1157,1
56006,CORREIA LISA GATES A83,12,1158,3
56004,CORREIA LISA MULTIBELT A78,12,1157,2
56003,CORREIA LISA CONDOR A75,12,1116,2
56010,CORREIA LISA GATES A88,12,1159,3
56011,CORREIA LISA CONDOR A88,12,1160,4
55995,CORREIA LISA MULTIBELT B59,12,1161,2
55986,PORCA JD 14M7029,12,531,133
55998,CORREIA LISA CONDOR A81,12,1162,1
55996,CORREIA LISA REXON B59,12,1161,1
55997,CORREIA LISA BALFLEX A69,12,1163,1
55825,GUIA CABO REDUTOR UNIMAQ 020010007,12,983,2
55677,REPARO FREIO 2MC 1FO21,12,1164,2
55675,MANGOTE 9.6MM WATSON MARLOW 9020096PFQ,12,170,1
55676,CELULA CARGA GL-50 ALFA 1302809,12,1165,2
55697,ARRUELA JD 24M7386,12,1166,1
55695,CAME JD L115395,12,1054,2
55693,CALCO JD L110713,12,1167,4
55694,CALCO JD L110712,12,1168,1
55674,MANGOTE 12MM WATSON MARLOW 902P120PPC,12,170,2
55655,ACOPLAMENTO PIVOT FOCKINK 12,12,1169,22
55656,ROTULA PIVOT FOCKINK 43,12,1170,50
55665,ENGRENAGEM JD R108927,12,1171,1
55698,PINO JD AL41471,12,1172,1
55776,ANEL CASE 510185,12,1173,2
55777,CONECTOR CASE 276426A1,12,1174,1
55773,ANEL CASE 87016964,12,1175,1
55765,CAMARA AR 165/70R14 TR13 VULCAN 74438,12,621,3
55772,ANEL CASE 87016963,12,899,1
55823,CONTROLE REMOTO F23 TELECONTROL 010200005,12,24,1
55779,ESPACADOR CASE 93297C1,12,1174,3
55789,"PARABOLT CBA 3/8"" X 2.1/2"" ANCORA C38212",12,1176,5
55706,ABRACADEIRA JD AL220328,12,160,4
55699,BUCHA JD L42041,12,1177,2
55701,KIT LIMITADOR JD RE49632,12,563,1
55757,COTOVELO CASE 352790A1,12,1178,1
55751,BOTAO JD AL209267,12,1179,2
55750,PASSA FIO JD H132686,12,1180,1
55119,ANEL JD L55561,12,1181,2
55118,ANEL JD L56381,12,847,1
55116,ANEL JD L171863,12,479,2
55117,ANEL JD L171862,12,1182,1
55123,ANEL JD H118920,12,1183,1
55115,ANEL JD L172537,12,1184,2
55055,JUNTA JD R133893,12,1185,1
55110,PINO HYSTER 1330433,12,1186,1
55077,PLACA GAUSS GA1434,12,1138,1
55137,BUCHA REI R610,12,1187,4
55184,"ACOPLADOR MACHO FEMEA 2""X2"" BREMEN 4605",12,1188,34
55228,ANEL GEREMIA 03020006,12,1189,6
55229,ANEL GEREMIA 03020003,12,1190,6
55227,ANEL GEREMIA 03020007,12,1189,6
55226,CAIXA GEREMIA 503107310,0,1191,1
55183,"ACOPLADOR ESPIGAO FEMEA 3/4""X3/4"" BREMEN 4601",12,1192,4
55150,ACOPLADOR ESPIGAO FEMEA 3X3 BREMEN 4607/4665,12,1193,13
55050,ROLAMENTO MANCAL INA GRAE35 NPPB,12,876,2
54971,ROLAMENTO ROLETE NTN 30226,12,1194,2
54970,ROLAMENTO ROLETE TIMKEN 469/453,12,1077,1
54973,ROLAMENTO ROLETE SKF 30206,12,1195,1
54974,ROLAMENTO ROLETE SKF 30204 2J/Q,12,1196,248
54950,RETENTOR MWM 7001171C1E,12,1197,2
54953,CAPA JD AL116878,12,215,1
54981,ROLAMENTO ESFERA INA F4595101,12,1198,2
55012,ROLAMENTO MANCAL TIMKEN UC207-20,12,561,4
55013,ROLAMENTO ESFERA SKF 6202 2RS,12,456,1
55011,ROLAMENTO ESFERA NACHI 6910 2NSE,12,313,1
55009,ROLAMENTO MANCAL FAG UC208,12,753,1
55010,ROLAMENTO ESFERA NACHI 30BG5222,12,1199,5
55039,ROLAMENTO MANCAL INA GSK104207 KRR,12,1200,5
55003,ANEL JD 40M7043,12,1201,1
54994,SUPORTE JD AN402069,12,915,2
54995,ARRUELA JD 24H1968,12,1092,2
54993,SUPORTE JD AN402068,12,915,2
54990,PARAFUSO JD 19M10078,12,310,4
55001,SUPORTE JD R200418,12,1202,1
55000,ARRUELA JD 24M7605,12,62,2
54996,ARRUELA JD 24H1971,12,513,2
55367,RETENTOR 38.00 X 62.00 X 10.00 DBH 5299,12,1203,4
55364,ENGRENAGEM JD CQ10768,12,308,3
55363,ESPACADOR JD CQ39196,12,1204,9
55372,IMPULSOR BZM 9901180,12,1205,2
55349,PARAFUSO JD L171438,12,1206,2
55348,ESPACADOR JD L171439,12,1207,2
55359,ROLAMENTO MANCAL FAFNIR G1106 KRRB,12,1208,1
55402,MANGUEIRA JD H134359,12,723,2
55424,LAMPADA 24V 70W H1 PHILIPS 13258C1,12,1209,5
55425,LAMPADA 12V 35W M5 PHILIPS 12153ESC1,12,1210,1
55423,LAMPADA 12V 5W 67 PHILIPS 12821,12,1140,8
55420,MOLA HONDA 9501473100,12,1211,2
55381,PRESILHA JD R115152,12,1212,4
55382,ANEL JD R100503,12,53,1
55379,SOLENOIDE DELCO REMY 10520347,12,1213,2
55388,FITA STARA 9100-0603,1,1214,37
55346,BLINDAGEM JD L167234,12,1215,1
55245,RETENTOR 25.00 X 47.00 X 10.00 SABO 00266BR,12,1216,4
55246,PINHAO GEREMIA 513690300,12,1190,1
55244,EIXO GEREMIA 533517300,12,1171,1
55241,TAMPAO GEREMIA 21100002,12,1189,2
55243,MANCAL GEREMIA 573007262,12,1217,1
55262,BIELA HONDA 13200Z0T800,12,1218,2
55247,CHAVETA GEREMIA 07010013,12,1171,6
55248,ANEL GEREMIA 03020002,12,1190,6
55240,BASE GEREMIA 663047300,12,1219,1
55233,COROA GEREMIA 553907300,12,1217,1
55234,ANEL GEREMIA 23020033,12,1171,6
55232,CHAVETA GEREMIA 07010022,12,1190,6
55230,EIXO GEREMIA 543017300,12,1171,1
55231,BUCHA GEREMIA 623005080,12,1217,6
55238,COROA GEREMIA 553910300,12,1220,1
55239,ANEL GEREMIA 03010006,12,1190,6
55237,TAMPAO GEREMIA 23030002,12,1189,6
55235,PINHAO GEREMIA 513807300,12,1171,1
55236,TAMPAO GEREMIA 23030003,12,1190,6
55279,ANEL CASE 472163R1,12,927,1
55339,GRAMPO ECO 8995396,12,1221,3
55340,ARRUELA ECO 8997487,12,1222,11
55335,MOLA ECO 8994978,12,983,12
55333,FUSO ECO 8996063,12,1223,6
55334,ROTULA ECO 8994980,12,1224,35
55341,PORCA ECO 8997490,12,289,11
55342,ABRACADEIRA JD H150222,12,1225,4
55332,PORCA ECO 8996744,12,1226,140
55300,BOTAO JD R106302,12,1227,1
55330,FUSO ECO 8995241,12,1228,5
55331,PARAFUSO ECO 8985748,12,1229,54
55329,BUCHA ECO 8995229,12,1230,160
55328,VALVULA BRANCO 19200130,12,1231,4
56747,VOLANTE CASP 32010160,12,1232,5
56744,"ACOPLADOR FEMEA MACHO 3""X3"" BREMEN 4596",12,1193,1
56741,"ELETRODO 1/4"" X 12"" CARVAO CARBOGRAFITE 012012412",12,1233,59
56742,"ELETRODO 3/16"" X 12"" CARVAO CARBOGRAFITE 012012312",12,1234,986
56759,TRAVA ELASTICA INTERNO 29MM,12,1235,11
56760,TRAVA ELASTICA INTERNO 41MM,12,1236,6
56758,TRAVA ELASTICA INTERNO 48MM,12,1237,5
56722,CABECOTE JD H171116,12,1238,1
56725,MANGUEIRA JD RE213011,12,1239,1
56720,ARRUELA CASP 32010056,12,191,10
56718,VARAO CASP 32040076,12,1240,21
56719,ARRUELA CASP 2071001,12,392,10
56727,MANGUEIRA HIDRAULICA 31.8MM 1TA 1000PSI AEROQUIP GH66320,1,241,9,8
56761,TRAVA ELASTICA INTERNO 42MM,12,1237,1
56824,TRAVA ELASTICA INTERNO 91MM,12,1236,1
56857,ANEL STEMAC 21017609798,14,1241,6
56850,PRESSOSTATO 80/120 PSI MARGIRIUS 35106,14,1242,1
56855,ANEL STEMAC 21017609799,14,1241,6
56823,PONTA TEEJET TXA800067-VK,12,704,32
56769,MANCAL ECO 8994979,12,1243,13
56795,COXIM HYSTER 1650766,12,1244,3
56788,PORTA BICO MAGNOJET M649/11,12,1245,20
56585,CALCO CASE 143921C1,12,778,1
56544,SACO PAPEL KRAFT 1KG 500UN,17,996,40
56463,CAPA HONDA 53177KPS730,12,1246,5
56481,"VALVULA RETENCAO HORIZONTAL 4"" DOCOL 30204000",12,1247,2
56439,PARAFUSO SEXTAVADO 18 X 120MM MB RP 8.8,12,1248,20
56526,"PARAFUSO SEXTAVADO 9/16""X2"" MB RI 8.8",12,1249,10
56529,"PARAFUSO SEXTAVADO 1""X8"" MA RP 8.8",12,1250,8
56525,CAPA JD JD9133,12,1251,1
56524,CONE JD JD9076,12,1252,1
56701,BOBINA FILME PVC STRETCH 500X25CM AUTOMATIVO VALFILM SAP050025,16,1253,34
56594,ROLAMENTO ESFERA SNR XGB12132S02,12,1199,2
56630,PROTECAO VV 84409304,12,1254,2
56633,GAS REFRIGERACAO SUVA R134A 13.62KG DUPONT D12837432,12,406,14
57199,BRACO JD AH231500,12,1071,2
57200,BUCHA JD AH125201,12,1255,16
57241,PARAFUSO CASE 87015765,12,778,9
57191,MOTOR JD AN403992,12,1239,3
57188,CORREIA DENTADA GATES ZS53,12,1256,2
57189,GARFO MOTOR PARTIDA UNIFAP UF-4413,12,1257,2
57164,SENSOR JD RE575331,12,513,2
57330,RETENTOR 25.00 X 38.00 X 6.40 ARCA 5201,12,970,21
57328,TUBO STARA 1071-4112,12,331,1
57326,TUBO STARA 1071-4111,12,1258,2
57327,BOCAL STARA 1074-3053,12,1258,1
57348,COROA JD R237713,12,1259,2
57325,TUBO STARA 1071-4110,12,1260,1
57251,ARAME SOLDA MIG 0.8MM 5KG V8 BRASIL ASM-1KG,0,993,4
57250,EMBOLO JD AXE16722,14,1261,1
57249,PLACA JD H202220,12,1262,2
57315,RETENTOR 25.00 X 45.00 X 7.00 TCS TCS0087,12,1263,5
57317,ROLAMENTO JD DQ04311,12,1264,20
57314,INSERTO JD A51837,12,1265,69
57258,PLANETARIA UNIFAP UF1210/1,12,1205,1
57264,PORCA JD E64256,12,1266,47
57146,LAMPADA 24V 5W PINGO PHILIPS 13961,12,727,13
57019,DIAFRAGMA JD PM036V10,12,171,240
57008,"MANGUEIRA PNEUMATICA 5/16"" 300PSI IGGO MANGUEIRAS 374020250",1,211,100
57014,BOBINA BOBINAUTO 31518,12,1267,1
57033,BUCHA JD AH125200,12,1268,41
57026,CORREIA JD HXE32806,12,1269,17
57027,RODA JD AFH205780,12,1270,2
56967,ESPUMA EXPANSIVA POLIURETANO 500ML ORBI 6276,12,1271,87
56960,ROLAMENTO MANCAL SNR EX205 G2,12,1199,2
56987,SEPARADOR ECO 8995976,12,1272,11
56973,ELETRODO 46X3.25MM ELETRON 308321815,3,751,2
56974,ELETRODO 48X3.25MM ELETRON 308321620,3,1233,7
57041,ARRUELA JD H171448,12,1273,2
57122,"CONECTOR MACHO 1/4"" X 1/4"" HALBAR 0114-AL",12,1274,33
57107,MEDIDOR JD H225585,12,1275,5
57143,PINO JD A95479,12,1276,15
57142,PORCA JD A95487,12,1277,15
57140,PORCA CASE 87455662,12,778,1
57090,TERMINAL JD R104919,12,1278,6
57056,RETENTOR 34.90 X 50.85 X 8.30 TCS TCS0124,12,944,23
57087,"REGULADOR FLUXO 8X3/8"" CONECFIT NSE08-G03",12,1279,10
56089,CORREIA LISA MERCURIO BB100,12,1280,1
56087,CORREIA LISA GATES C81,12,1281,4
56088,CORREIA LISA GATES C98,12,1282,4
56095,CORREIA LISA BALFLEX B74,12,1283,1
56096,CORREIA LISA GATES 101187,12,1284,1
56094,CORREIA LISA REXON 5V750,12,1285,1
56092,CORREIA LISA CONDOR B180,12,177,10
56093,CORREIA LISA AMERICAMBELT 5V750,12,1285,3
56086,CORREIA LISA BALFLEX B144,12,1286,1
56080,CORREIA LISA GATES B119,12,1287,3
56078,CORREIA LISA MULTIBELT B116,12,1288,1
56076,CORREIA LISA GATES B103,12,1289,2
56077,CORREIA LISA CONDOR B116,12,1290,29
56081,CORREIA LISA BELCO B119,12,1291,1
56082,CORREIA LISA AMERICAMBELT B119,12,1292,1
56097,CORREIA DENTADA GATES 322176,12,1293,1
56160,LONA FRONZA DQ49207,12,186,1
56103,CORREIA LISA MULTIBELT B105,12,1294,3
56104,CORREIA DENTADA GOODYEAR 13AV1800,12,1295,2
56102,CORREIA LISA MULTIBELT B180,12,1296,3
56098,CORREIA DENTADA GATES BXS60,12,1297,50
56107,PROTETOR CAMARA AR 700X12 CARRETEIRO PTT12CAR,12,1298,7
56108,"ADAPTADOR MACHO MACHO 3/4""X3/4"" BREMEN 6584",12,1040,11
56031,CORREIA LISA MULTIBELT B81,12,1299,5
56028,CORREIA LISA CONDOR C115,12,1300,3
56049,CORREIA LISA MULTIBELT B64,12,1299,1
56016,CORREIA LISA MULTIBELT A95,12,1301,1
56015,CORREIA LISA MERCURIO A95,12,1301,2
56012,CORREIA LISA JASON A88,12,1160,1
56023,CORREIA LISA GATES A105,12,1302,2
56068,CORREIA LISA BALFLEX B85,12,1303,1
56069,CORREIA LISA CONDOR B88,12,1304,2
56067,CORREIA LISA BALFLEX B83,12,1305,2
56066,CORREIA LISA CONDOR B83,12,1305,5
56070,CORREIA LISA BALFLEX A62,12,1306,10
56057,CORREIA LISA REXON B82,12,1307,1
56058,CORREIA LISA REXON B69,12,1308,6
56056,CORREIA LISA MULTIBELT B82,12,1309,2
56059,CORREIA LISA BALFLEX B70,12,1310,1
56269,VEDACAO JD R501227,12,648,1
56268,ISOLADOR JD AL161468,12,360,4
56295,APOIO JD L114743,12,62,1
56276,FLANGE MDS PFL205,12,1311,12
56282,BATERIA 60AHP HELIAR F60HE,12,722,2
56266,APOIO JD AL117064,12,611,2
56252,CORREIA LISA REXON A73,12,1312,2
56253,CORREIA LISA JASON A73,12,1313,1
56251,CORREIA LISA BALFLEX A73,12,1314,2
56249,CORREIA LISA KAUTHEC B62,12,1315,1
56259,ISOLANTE JD L169839,12,1316,2
56260,PINO JD L152636,12,1317,2
56257,ISOLANTE JD L169858,12,308,1
56254,CORREIA LISA CONDOR B89,12,1318,3
56298,PROTECAO JD AL167617,12,743,1
56386,CONEXAO HIDRAULICA AEROQUIP 4SA16FR12,12,1319,3
56385,CONEXAO HIDRAULICA AEROQUIP 4SA12FR12,12,1320,11
56360,PARAFUSO JD R107975,12,35,1
56349,ARRUELA JD R131051,12,906,6
56325,ANEL JD L53861,12,1321,1
56342,PARAFUSO SEXTAVADO 24 X 120MM MB RP 8.8,12,1322,15
56327,VEDACAO JD L153307,12,1323,2
56214,CORREIA DENTADA GATES BXS38,12,1324,2
56208,CORREIA LISA VICSON A64,12,1325,4
56218,CORREIA LISA BALFLEX A63,12,1326,2
56217,CORREIA LISA MERCURIO A63,12,1326,2
56216,CORREIA LISA CONDOR A63,12,1326,5
56207,CORREIA LISA BALFLEX A56,12,1327,7
56185,PALHA GRADE INTERCLIMA RESFRIAR 1010301,12,1328,10
56183,"MANGUEIRA SEALTUBO 1.1/4"" SPTF SNPZ-60114",1,625,47
56174,PONTA TEEJET TXA8001-VK,12,1329,205
56175,PONTA TEEJET TXA8002-VK,12,1330,63
56204,CORREIA LISA REXON A51,12,1331,1
56241,CORREIA DENTADA GATES BXS69,12,1332,1
56237,CORREIA DENTADA GATES BXS55,12,1333,2
56247,CORREIA LISA VICSON A74,12,1334,1
56244,CORREIA LISA BALFLEX A76,12,1335,3
56242,CORREIA DENTADA UNIVERSAL 160XL,12,1336,3
56243,CORREIA LISA MULTIBELT A76,12,1337,6
56235,CORREIA DENTADA GATES 9541,12,1338,1
56222,CORREIA LISA BALFLEX B38,12,1339,1
56234,CORREIA DENTADA TEXROPE BX60,12,1340,2
56230,CORREIA DENTADA GATES BXS58,12,1341,11
56231,CORREIA LISA CONDOR C57,12,1342,2
65769,LIMITADOR JD R199499,12,915,1
65770,PARAFUSO JD L113415,12,240,3
65799,CORRENTE ELO 9.5MM,1,1343,13,5
65788,REBITE REPUXO 4.8 X 12MM,12,1344,573
65755,EIXO PLANTE+ CQ69723,12,152,120
65741,RETENTOR 95.00 X 115.00 X 13.00 SABO 02690BRG,12,542,1
65705,CORREDICA TELESCOPICA 350MM FGVTN 0073045350,12,1345,1
65921,FITA MATISA 035130,12,1346,4
65922,CORREIA PU 10MM X 6.5MM X 1295MM MATISA 05218,12,1347,5
65916,LIMPADOR FITA MATISA 037981,12,1348,12
65915,LAMINA LIMPADOR FITA MATISA 035290,12,1349,6
65942,RETENTOR CASE 245856,12,688,1
65928,FELTRO 60X12MM MATISA 035270,12,1350,11
65923,CORREIA PU 8MM X 1290MM MATISA 270200,12,1351,5
65924,CORREIA VA 42 MATISA 272042,12,1307,5
65845,PINO ROCHESTER 3464211174,12,1039,1
65844,MOLA MSA 669,12,1352,2
65837,ROLAMENTO ROLETE TIMKEN 33022,12,1353,1
65838,ROLAMENTO ROLETE FAG 567549,12,1034,1
65620,CORREIA V DUPLA GATES 2/9541,12,1354,2
65616,PARAFUSO CABECA CHATA PHILLIPS ROSCA SOBERBA RI 5X30MM,12,480,3888
65634,ESTATOR BOSCH 6033GD3099,12,1355,2
65628,CORRENTE RCC ASA 100,1,1356,15
65580,ANEL GBUSCH GB39753,12,1357,3
65561,RETENTOR 82.00 X 110.00 X 12.00 SAV 10274,12,1358,2
65555,ACOPLAMENTO STARA 2561-2002,12,1359,6
65558,TERMOSTATO CASE 47626493,12,1360,2
65588,CORREIA LISA CONTINENTAL B60,12,1361,2
65587,CORREIA LISA CONTINENTAL A43,12,1362,12
65652,CORREIA LISA CONTINENTAL A78,12,1363,8
65644,"CONJUNTO ROLETE INTEGRADA 28"" TOLEDO 7351250",12,1364,1
65645,UNIDADE 9270XN RTU TOLEDO 9270012,12,186,1
65670,ELETRODO OK 2245P 2.25MM 6010 ESAB 245253B40,3,1365,12
65642,GERADOR PULSOS B58 TOLEDO 5600013,12,186,1
66253,ALTERNADOR BOSCH F042301139,12,1366,1
66271,PARAFUSO GANCHO 6.3 X 70MM,12,1367,8
66294,"PARAFUSO PHILIPS BICROMATIZADO 1/4""X1"" MA RI",12,1018,16
66248,RETENTOR 8.70 X 13.45 X 11.00 SABO 02927BREF,12,1368,12
66354,CORREIA OPTIBELT H219182,12,1369,5
66357,CUBO INGA H97378,12,511,2
66355,CORREIA OPTIBELT HXE95935,12,1370,5
66349,ARRUELA PLANTE+ CQ51441,12,1371,69
66335,ROSCA MESCLADOR 50.8 X 6000CM INOX CONTESP 016,0,1372,13
66337,MOLA JD R62372,12,903,1
66331,CONEXAO HIDRAULICA EATON WINNER 242910808ZF,12,221,30
66341,PARAFUSO JD H128877,12,1373,2
66034,ARRUELA JD 24M7200,12,377,6
66056,SUPORTE JD KK36462,12,1374,1
66021,FECHADURA F CONFUORTO 38209,12,1375,1
65969,SEPARADOR CONDENSADOR FESTO 569827,12,1376,1
66020,FECHADURA F CONFUORTO 5003,12,1377,1
65971,MANGUEIRA SILICONE 520MM GRAZMEC 91003007,12,1378,18
66175,INTERRUPTOR JD AL220391,12,343,1
66176,INTERRUPTOR JD RE55477,12,710,1
66224,"ENGATE RAPIDO MANGUEIRA AR FEMEA 1/2"" LUBEFER LUB2020",12,817,6
66225,"ESPIGAO MACHO 1/2"" X 1/2"" HALTBAR 0112-D",12,1379,8
66211,CONEXAO HIDRAULICO WINNER 267111212ZF,12,1380,4
66178,ETIQUETA JD H231250,12,397,7
66093,RODIZIO GIRATORIO 75MM CINZA SCHIOPPA GL312BPN,12,1381,2
66100,"ARRUELA ALUMINIO 1"" TRAMONTINA 56135/004",12,1382,102
66157,TRAVA JD RE310641,12,1105,2
66158,ALAVANCA JD R567800,12,1383,2
66156,PARAFUSO JD 19M7574,12,1384,1
65041,BUCHA JD CQ59046,12,1385,61
65022,RETENTOR 30.00 X 43.00 X 8.00 SABO 05074BRAGF,12,1386,2
65073,"CAPA PRENSAGEM 1"" AEROQUIP 140116P",12,1387,1
65075,ANEL ORING PARKER CENM2219,12,1388,2
