Produto,Descrição Produto,E/S,Depósito,Qtde Mov,Data Digitação
28411,FILTRO COMBUSTIVEL CASE 5801439820,S,18,1.00000,2022-12-15 08:06:00
59137,FILTRO HIDRAULICO CASE 47833564,S,18,1.00000,2022-12-15 08:06:00
52193,FILTRO LUBRIFICANTE CASE 84565867,S,18,1.00000,2022-12-15 08:06:00
74969,FILTRO HIDRAULICO CASE 51508555,S,18,1.00000,2022-12-15 08:06:00
59183,OLEO LUBRIFICANTE 2 TEMPO 500ML HUSQVARNA 575012802,S,18,1.00000,2022-12-15 08:00:00
69808,OLEO LUBRIFICANTE 10W30 4T HONDA 08233M99024,S,18,2.00000,2022-12-15 16:28:00
58781,SABONETE LIQUIDO ERVA DOCE 5LT PREMISSE DEOLINE C10304,S,2,1.00000,2022-12-15 10:53:00
55719,INTERCAP RD10 20LT RONDET 573,S,2,1.00000,2022-12-15 07:41:00
10296,SACO LIXO PRETO 50LT 10UND,S,2,3.00000,2022-12-15 10:01:00
51585,SABONETE LIQUIDO ESFOLIANTE 4LT CITRIC POWER NUTRIEX 6998,S,2,4.00000,2022-12-15 13:14:00
94436,ADITIVO COOLANT AKCELA ACTIFULL CASE,S,2,1.00000,2022-12-15 13:37:00
03207,ANEL BORRACHA JE PBA DN 50/60MM TIGRE 37040606,S,2,1.00000,2022-12-15 16:37:00
85774,VEDA CALHA 270GR ORBI 15384,S,2,1.00000,2022-12-15 16:19:00
36651,SILICONE INCOLOR 274GR SILOC 9401429,S,2,1.00000,2022-12-15 07:37:00
57158,SILICONE INCOLOR 250GR ORBI 6400,S,2,4.00000,2022-12-15 07:52:00
08938,CABO PP 2X1MM,S,2,20.00000,2022-12-15 08:42:00
09769,CABO FLEXIVEL PRETO 2.5MM,S,2,80.00000,2022-12-15 09:45:00
08115,PLUGUE MACHO 2P+T 10A 250V CINZA EXTERNA MEC-TRONIC 39005,S,2,2.00000,2022-12-15 07:27:00
60822,INTERRUPTOR SIMPLES 1 TECLA 10A 250V S/ PLACA PRETO PADRAO WEG 13327812,S,2,5.00000,2022-12-15 07:28:00
42352,TAMPA PVC INTERRUPTOR CONDULETE TIGRE 36005491,S,2,10.00000,2022-12-15 07:27:00
68083,TOMADA DUPLA 2P+T 10A 250V S/ PLACA HORIZONTAL PRETO PADRAO WEG 13329646,S,2,10.00000,2022-12-15 07:28:00
36526,CAIXA PVC CONDULETE TOP 5 ENTRADAS TIGRE 36005319,S,2,15.00000,2022-12-15 07:27:00
24714,CAPACITOR 250V AC LS 4UF,S,2,1.00000,2022-12-15 17:24:00
35738,FITA ISOLANTE SCOTCH 33+ 19X20MT 3M H0002243782,S,2,1.00000,2022-12-15 15:54:00
59297,LAMPADA BULBO LED BIVOLT 20W E27 EMPALUX AL20662,S,2,5.00000,2022-12-15 07:28:00
04971,"ADAPTADOR PVC CONDULETE TOP 3/4"" TIGRE 36005297",S,2,15.00000,2022-12-15 07:27:00
67857,COPO DESCARTAVEL CRISTALCOPO 180ML 100UN,S,2,1.00000,2022-12-15 17:23:00
60758,GARRAFA TERMICA 5LT SUPERTERMO TERMOLAR 1095E,S,2,3.00000,2022-12-15 07:40:00
81482,CALCULADORA 12 DIGITOS MASTERPRINT,S,2,1.00000,2022-12-15 09:58:00
07063,CAIXA ARQUIVO MORTO 350X135X240MM,S,2,2.00000,2022-12-15 16:42:00
02508,LAMINA ESTILETE 18MM 10UN STARRETT KS06R,S,2,2.00000,2022-12-15 09:58:00
07590,CANETA MARCA TEXTO AMARELO FABER CASTELL,S,2,5.00000,2022-12-15 09:58:00
55201,PAPEL SULFITE A4 REPORT,S,2,5.00000,2022-12-15 09:58:00
08862,"PINCEL SIMPLES PINTURA 2"" ATLAS 395/5",S,2,1.00000,2022-12-15 15:36:00
60910,DESENGRIPANTE 321ML MUNDIAL PRIME AE03000022,S,2,1.00000,2022-12-15 07:42:00
80242,LIMPA CONTATO 300ML PROTEG 5510112,S,2,1.00000,2022-12-15 07:42:00
01452,"LIMA CHATA 8"" K&F 8992",S,2,1.00000,2022-12-15 09:14:00
03848,COLA TRAVA ROSCA 10GR 242 LOCTITE 284483,S,2,1.00000,2022-12-15 12:17:00
80234,BATERIA 3V PANASONIC CR2032,S,2,2.00000,2022-12-15 07:41:00
02944,OXIGENIO M³,S,2,10.00000,2022-12-15 16:33:00
02286,ESTOPA PANO COSTURADO,S,2,80.00000,2022-12-15 13:14:00
70691,CORREIA LISA GATES B71,S,2,1.00000,2022-12-15 16:21:00
37222,BATERIA 100AHP S5 100E BOSCH 0092S58180,S,2,1.00000,2022-12-15 15:24:00
86429,BATERIA PROCORE 18V 8.0AH BOSCH 1600A016GK,S,2,2.00000,2022-12-15 11:07:00
49538,ROLAMENTO ESFERA FAG 6201 2RS,S,2,1.00000,2022-12-15 15:36:00
02337,ROLAMENTO ESFERA FAG 6202 2RS,S,2,1.00000,2022-12-15 10:28:00
67913,ROLAMENTO ESFERA FAG 6304 2RS,S,2,1.00000,2022-12-15 15:36:00
38693,ROLAMENTO BOSCH F00M990405,S,2,1.00000,2022-12-15 16:00:00
45504,ROLAMENTO ESFERA NSK B1799T1XDDG8,S,2,1.00000,2022-12-15 16:00:00
57317,ROLAMENTO JD DQ04311,S,2,2.00000,2022-12-15 08:21:00
41088,ROLAMENTO ESFERA FAG 6005 2RS,S,2,2.00000,2022-12-15 16:00:00
77292,ROLAMENTO ESFERA SKF 6203 2RS/DDU,S,2,3.00000,2022-12-15 16:00:00
06139,ROLAMENTO JD JD10384,S,2,3.00000,2022-12-15 16:38:00
22557,ROLAMENTO JD 13P1037,S,2,4.00000,2022-12-15 16:40:00
23532,ROLAMENTO JD DQ06891,S,2,4.00000,2022-12-15 16:40:00
73323,ROLAMENTO ESFERA SKF 6206 2RS1 C3,S,2,5.00000,2022-12-15 07:48:00
41098,ROLAMENTO ESFERA FAG 6006 2RS,S,2,6.00000,2022-12-15 16:40:00
83406,ROLAMENTO CONICO STARA 9100-3223,S,2,7.00000,2022-12-15 07:48:00
69692,SENSOR JD AT333680,S,2,1.00000,2022-12-15 17:54:00
06189,SENSOR JD RE261356,S,2,1.00000,2022-12-15 07:42:00
11089,RELE DNI DNI0216,S,2,3.00000,2022-12-15 16:14:00
55424,LAMPADA 24V 70W H1 PHILIPS 13258C1,S,2,4.00000,2022-12-15 16:14:00
74915,FAROL DNI DNI4161,S,2,4.00000,2022-12-15 16:14:00
19936,TIRA JD H134773,S,2,1.00000,2022-12-15 16:39:00
76090,CONEXAO RAPIDA RETA QS-1/8-8 FESTO 153004,S,2,1.00000,2022-12-15 10:06:00
60245,CONEXAO RAPIDA RETA QS-1/4-8 FESTO 153005,S,2,1.00000,2022-12-15 10:06:00
78935,TRAVA JD AH217912,S,2,1.00000,2022-12-15 07:42:00
71563,SENSOR CAPACITIVO METALTEX C188DPC,S,2,1.00000,2022-12-15 07:30:00
53506,EMBREAGEM ROYCE RC630009,S,2,1.00000,2022-12-15 16:04:00
76922,ALETA JD HXE36445,S,2,1.00000,2022-12-15 16:39:00
68335,CENTRAL STARA 7304-4052,S,2,1.00000,2022-12-15 23:05:00
32931,ATUADOR JD AH220872,S,2,1.00000,2022-12-15 16:00:00
21930,FORQUILHA JD A52444,S,2,2.00000,2022-12-15 10:00:00
06528,TRAVA JD 40M1831,S,2,3.00000,2022-12-15 16:40:00
46302,PORTA JD A76692,S,2,3.00000,2022-12-15 16:40:00
72809,TIRA JD A54309,S,2,3.00000,2022-12-15 16:41:00
06617,DEDO JD H213507,S,2,6.00000,2022-12-15 12:24:00
06267,DEDO JD H213398,S,2,6.00000,2022-12-15 12:24:00
23540,RASPADOR JD KK18805,S,2,20.00000,2022-12-15 16:35:00
23539,RASPADOR JD KK18804,S,2,20.00000,2022-12-15 16:35:00
25856,ESCOVA JD A78723,S,2,22.00000,2022-12-15 16:35:00
71826,BUCHA STARA 6424-1383,S,2,2.00000,2022-12-15 07:46:00
27834,BUCHA JD CQ40748,S,2,6.00000,2022-12-15 16:40:00
48942,CILINDRO ROLMATIC SCKIO 009613,S,2,1.00000,2022-12-15 10:06:00
01389,EMENDA COMUM ASA2060,S,2,2.00000,2022-12-15 12:22:00
27778,EIXO JD CQ54028,S,2,2.00000,2022-12-15 07:45:00
27779,EIXO JD CQ54027,S,2,2.00000,2022-12-15 07:45:00
68368,EIXO STARA 6123-1417,S,2,3.00000,2022-12-15 07:48:00
32272,EIXO JD CQ29853,S,2,11.00000,2022-12-15 16:40:00
32271,EIXO JD CQ29852,S,2,33.00000,2022-12-15 16:40:00
22942,ENGRENAGEM JD CQ47494,S,2,1.00000,2022-12-15 08:21:00
70545,ENGRENAGEM JD AX10059,S,2,2.00000,2022-12-15 16:41:00
15517,ARTICULACAO JD AH210858,S,2,1.00000,2022-12-15 08:33:00
46639,JUNTA JD CQ54878,S,2,2.00000,2022-12-15 16:40:00
39909,"MANGUEIRA HIDRAULICA 3/4"" 4 TA 5500 PSI AEROQUIP GH49312",S,2,5.20000,2022-12-15 09:17:20
39912,"MANGUEIRA HIDRAULICA 1/2"" 2 TA 4000 PSI EATON EC21508",S,2,10.00000,2022-12-15 14:30:00
03159,"ARRUELA ALUMINIO 3/4""",S,2,2.00000,2022-12-15 16:36:00
69455,ARRUELA STARA 6123-1418,S,2,10.00000,2022-12-15 07:48:00
72603,ARRUELA STARA 6007-1113,S,2,10.00000,2022-12-15 07:48:00
49786,PORCA TRAVANTE 6MM MA,S,2,12.00000,2022-12-15 16:41:00
38453,PARAFUSO JD 19M6614,S,2,12.00000,2022-12-15 16:40:00
01607,PARAFUSO SEXTAVADO 16X50MM MA RI 8.8,S,2,12.00000,2022-12-15 10:00:00
06670,PORCA JD 14M7291,S,2,12.00000,2022-12-15 10:00:00
20581,PORCA JD 14M7166,S,2,20.00000,2022-12-15 07:45:00
33094,PARAFUSO JD CQ23098,S,2,20.00000,2022-12-15 07:45:00
52900,ARRUELA ITS 24M7097,S,2,20.00000,2022-12-15 16:35:00
06351,PORCA JD 14M7296,S,2,20.00000,2022-12-15 12:34:00
09681,PARAFUSO JD 03M7194,S,2,21.00000,2022-12-15 12:34:00
03372,PORCA TRAVANTE 16MM MA,S,2,22.00000,2022-12-15 10:00:00
49565,PARAFUSO SEXTAVADO 16X60MM MA RP 8.8,S,2,22.00000,2022-12-15 10:00:00
02107,PORCA TRAVANTE 8MM MA,S,2,25.00000,2022-12-15 16:35:00
52898,ARRUELA CISER CQ51441,S,2,25.00000,2022-12-15 10:00:00
04280,"PORCA TRAVANTE 5/8"" MA",S,2,28.00000,2022-12-15 16:07:00
58351,ARRUELA PLANTE+ CQ22383,S,2,40.00000,2022-12-15 16:41:00
04852,PROTECAO ENGATE AZUL HALTBAR 2112-P1,S,2,1.00000,2022-12-15 16:07:00
23486,PROTECAO JD CQ67896,S,2,20.00000,2022-12-15 16:40:00
09567,RETENTOR 65.00 X 100.00 X 10.00 ARCA 5324,S,2,2.00000,2022-12-15 14:29:00
27663,VEDACAO JD A46670,S,2,6.00000,2022-12-15 16:35:00
69454,FELTRO STARA 6007-1519,S,2,10.00000,2022-12-15 07:48:00
69452,VEDACAO STARA 6007-1482,S,2,10.00000,2022-12-15 07:48:00
32566,VEDACAO JD A52259,S,2,22.00000,2022-12-15 16:40:00
22558,VEDACAO JD DQ22107,S,2,40.00000,2022-12-15 16:40:00
36389,CONEXAO HIDRAULICA AEROQUIP 1AA8FRB8,S,2,2.00000,2022-12-15 07:47:00
56385,CONEXAO HIDRAULICA AEROQUIP 4SA12FR12,S,2,2.00000,2022-12-15 09:03:00
56386,CONEXAO HIDRAULICA AEROQUIP 4SA16FR12,S,2,2.00000,2022-12-15 09:03:00
68866,ELETRODO 4.00MM 6013 ARCOS 305401815,S,2,5.00000,2022-12-15 10:00:00
34938,ALETA JD H204635,S,2,1.00000,2022-12-15 16:39:00
82529,CHAPA PLANTE+ CQ74252,S,2,6.00000,2022-12-15 16:41:00
69453,TAMPA STARA 6007-1483,S,2,10.00000,2022-12-15 07:48:00
42280,"ABRACADEIRA PVC CONDULETE TOP 3/4"" TIGRE 36005548",S,2,8.00000,2022-12-15 07:27:00
85710,CARCACA FENDT ACW0669330,S,2,1.00000,2022-12-15 23:08:00
09560,GUIA JD AH218547,S,2,5.00000,2022-12-15 12:24:00
32273,GUIA JD A55984,S,2,20.00000,2022-12-15 16:40:00
17726,TRAVA FLAUS 702254,S,2,1.00000,2022-12-15 16:14:00
22943,TRAVA JD CQ00076,S,2,1.00000,2022-12-15 08:21:00
52918,PINO KOPPE A51643,S,2,4.00000,2022-12-15 16:35:00
25864,TUBO JD A75055,S,2,5.00000,2022-12-15 16:40:00
17147,VALVULA PNEU TR618A BREMEN 5515,S,2,1.00000,2022-12-15 09:54:00
51542,BICO ACOPLADOR ENGRAXADEIRA LUMAGI LUB12,S,2,2.00000,2022-12-15 16:21:00
81897,BOTINA SEGURANCA C/ BIQUEIRA COMPOSITE Nº43 MARLUVAS 50B29CPAP-SRV,S,2,2.00000,2022-12-15 07:42:00
64127,BOTINA SEGURANCA C/ BIQUEIRA ACO Nº39 BSP/BRACOL/FUJIWARA BEFS,S,2,3.00000,2022-12-15 07:42:00
42461,MANTA ASFALTICA FITA 20CMX10M,S,2,1.00000,2022-12-15 13:41:00
07316,FITA ISOLANTE ALTA FUSAO SCOTH 23BR 19X10MT 3M H0002185603,S,2,1.00000,2022-12-15 16:39:00
07590,CANETA MARCA TEXTO AMARELO FABER CASTELL,S,2,4.00000,2022-12-15 09:58:00
60910,DESENGRIPANTE 321ML MUNDIAL PRIME AE03000022,S,2,1.00000,2022-12-15 08:21:00
80242,LIMPA CONTATO 300ML PROTEG 5510112,S,2,1.00000,2022-12-15 12:17:00
38693,ROLAMENTO BOSCH F00M990405,S,2,1.00000,2022-12-15 16:04:00
45504,ROLAMENTO ESFERA NSK B1799T1XDDG8,S,2,1.00000,2022-12-15 16:04:00
57317,ROLAMENTO JD DQ04311,S,2,2.00000,2022-12-15 16:41:00
41088,ROLAMENTO ESFERA FAG 6005 2RS,S,2,2.00000,2022-12-15 16:04:00
77292,ROLAMENTO ESFERA SKF 6203 2RS/DDU,S,2,3.00000,2022-12-15 16:04:00
06189,SENSOR JD RE261356,S,2,1.00000,2022-12-15 16:39:00
76090,CONEXAO RAPIDA RETA QS-1/8-8 FESTO 153004,S,2,1.00000,2022-12-15 10:07:00
60245,CONEXAO RAPIDA RETA QS-1/4-8 FESTO 153005,S,2,1.00000,2022-12-15 10:07:00
71563,SENSOR CAPACITIVO METALTEX C188DPC,S,2,1.00000,2022-12-15 07:30:00
21930,FORQUILHA JD A52444,S,2,2.00000,2022-12-15 16:40:00
48942,CILINDRO ROLMATIC SCKIO 009613,S,2,1.00000,2022-12-15 10:07:00
39912,"MANGUEIRA HIDRAULICA 1/2"" 2 TA 4000 PSI EATON EC21508",S,2,10.00000,2022-12-15 14:30:00
04852,PROTECAO ENGATE AZUL HALTBAR 2112-P1,S,2,1.00000,2022-12-15 16:09:00
77384,ALGE OMINA AGRO 000746,S,2,40.00000,2022-12-15 15:41:00
84869,"CONECTOR PRENSA CABO 1/2"" TRAMONTINA 56132252",S,2,20.00000,2022-12-15 07:51:00
81796,MOUSE OPTICO USB S/ FIO M280 PRETO LOGITECH 910-004284,S,2,1.00000,2022-12-15 13:01:00
10997,CHAVE JD RE183935,S,2,1.00000,2022-12-15 13:47:00
94256,CHAVE AJUSTAVEL 18 450MM GEDORE 28316,S,2,1.00000,2022-12-15 07:40:00
73336,"PAQUIMETRO ANALOGICO 150MM/6"" ZAAS ZAAS-PAQ6",S,2,2.00000,2022-12-15 13:08:00
95725,TUBO COBRE BOBINA 1/4 X 1/32,S,2,27.50000,2022-12-15 16:46:50
66506,TINTA SPRAY MULTIUSO VERDE JOHN DEERE 300ML COLORGIN 1806,S,2,2.00000,2022-12-15 10:59:00
65673,TINTA ACR BRANCO GELO 18LT CORAL 5202280,S,2,2.00000,2022-12-15 16:48:00
68022,"VALVULA AMERICANA 3.1/2"" TRAMONTINA 94510/012",S,2,1.00000,2022-12-15 13:10:00
42461,MANTA ASFALTICA FITA 20CMX10M,S,2,1.00000,2022-12-15 16:17:00
64316,MECANISMO UNIVERSAL DUPLO ACIONAMENTO DECA 1100SI6001,S,2,1.00000,2022-12-15 13:49:00
08589,CONECTOR SPLIT BOLT 35MM INTELLI PF-35,S,2,60.00000,2022-12-15 09:04:00
44573,"ACABAMENTO INOX REGISTRO 1"" IZY DECA 4900C37PQ",S,2,1.00000,2022-12-15 09:55:00
67831,FECHADURA DIVISORIA 90MM PRETO SOPRANO 03009035507,S,2,1.00000,2022-12-15 08:38:00
83237,VIDRO LISO INCOLOR 16.00 X 39CM,S,2,1.00000,2022-12-15 07:03:00
95391,VIDRO COMUM 460 X 900MM 4MM,S,2,1.00000,2022-12-15 07:03:00
73420,PORTA SANFONADA PVC BRANCA PLASFLEX 2.10X0.96MT,S,2,1.00000,2022-12-15 07:13:00
95950,VIDRO MINE BOREAL 1000X1000MM 4MM,S,2,5.00000,2022-12-15 07:05:00
02509,CANETA ESFEROGRAFICA CRISTAL AZUL BIC,S,2,1.00000,2022-12-15 09:52:00
09209,FITA ADESIVA TRANSPARENTE 12X30MT 730I ADERE 11204100371,S,2,2.00000,2022-12-15 10:33:00
74183,GRAMPO GRAMPEADOR 23/10 CHAPARRAU,S,2,3.00000,2022-12-15 10:33:00
80242,LIMPA CONTATO 300ML PROTEG 5510112,S,2,1.00000,2022-12-15 15:36:00
60910,DESENGRIPANTE 321ML MUNDIAL PRIME AE03000022,S,2,2.00000,2022-12-15 12:17:00
85836,"DISCO CORTE FINO METAL/INOX 9"" X 2.0MM X 7/8"" DEWALT DW8067-AR",S,2,10.00000,2022-12-15 13:49:00
87979,CORREIA LISA GATES A144,S,2,5.00000,2022-12-15 16:16:00
55009,ROLAMENTO MANCAL FAG UC208,S,2,1.00000,2022-12-15 13:13:00
26341,ROLAMENTO MANCAL FRM G207-23V22,S,2,1.00000,2022-12-15 13:11:00
09685,ROLAMENTO JD AH129451,S,2,1.00000,2022-12-15 13:27:00
15503,ROLAMENTO JD JD7126,S,2,2.00000,2022-12-15 13:41:00
22083,LANTERNA RAINHA DAS SETE ETE7063VM,S,2,1.00000,2022-12-15 13:02:00
83839,LAMPADA JD AT173354,S,2,1.00000,2022-12-15 10:40:00
87950,RELE DNI DNI8188,S,2,1.00000,2022-12-15 08:38:00
56558,BUZINA JD AL203265,S,2,1.00000,2022-12-15 14:03:00
25777,SENSOR JD AH221249,S,2,1.00000,2022-12-15 11:05:00
41254,CHICOTE JD AH204607,S,2,1.00000,2022-12-15 09:18:00
29833,SENSOR JD AN208025,S,2,1.00000,2022-12-15 08:42:00
52620,MOTOR CASE 84409160,S,2,2.00000,2022-12-15 09:09:00
05204,"TERMINAL OLHAL 13/32"" MARILIA IM160",S,2,10.00000,2022-12-15 13:24:00
59534,INSERTO JD M113899,S,2,1.00000,2022-12-15 10:21:00
76090,CONEXAO RAPIDA RETA QS-1/8-8 FESTO 153004,S,2,1.00000,2022-12-15 10:11:00
60245,CONEXAO RAPIDA RETA QS-1/4-8 FESTO 153005,S,2,1.00000,2022-12-15 10:11:00
75639,COTOVELO STARA 7911-4117,S,2,1.00000,2022-12-15 09:57:00
86976,CINTA STARA 7955-4002,S,2,1.00000,2022-12-15 07:27:00
69760,EXTENSAO JD CQ33724,S,2,1.00000,2022-12-15 09:19:00
11791,TENSOR HYSTER 2029098,S,2,1.00000,2022-12-15 08:49:00
96026,SOLENOIDE STARA 7925-4132-VDC,S,2,1.00000,2022-12-15 10:29:00
90295,VARETA JD AL110451,S,2,1.00000,2022-12-15 11:06:00
95899,TOMADA JD AA59671,S,2,1.00000,2022-12-15 11:06:00
82004,JANELA JD L213351,S,2,1.00000,2022-12-15 15:07:00
83655,ADMISSAO JD RE580371,S,2,1.00000,2022-12-15 14:01:00
03451,CONEXAO JD 38H1160,S,2,2.00000,2022-12-15 09:26:00
87748,REGISTRO JD KK10259,S,2,2.00000,2022-12-15 11:06:00
59883,GRADE JD L156206,S,2,2.00000,2022-12-15 13:42:00
49833,"SAPATILHA LOYAL P/ CABO ACO 1/4""",S,2,57.00000,2022-12-15 13:28:00
91086,AMORTECEDOR MERCEDES A9583232800,S,2,1.00000,2022-12-15 16:02:00
49484,BOMBA HYSTER 865434,S,2,1.00000,2022-12-15 08:49:00
41893,BUCHA LONIL LB287,S,2,2.00000,2022-12-15 13:26:00
41894,BUCHA LONIL LB413,S,2,2.00000,2022-12-15 13:26:00
95909,BUCHA ESTABILIZADOR DIANTEIRO LB405 LONIL,S,2,2.00000,2022-12-15 10:25:00
24008,CABO JD AA57526,S,2,1.00000,2022-12-15 08:06:00
48942,CILINDRO ROLMATIC SCKIO 009613,S,2,1.00000,2022-12-15 10:11:00
11518,CILINDRO JD AH169246,S,2,1.00000,2022-12-15 10:14:00
59915,CILINDRO JD AHC16372,S,2,1.00000,2022-12-15 10:21:00
67465,ENGRENAGEM JD HXE123463,S,2,3.00000,2022-12-15 13:41:00
52407,ENGRENAGEM JD H211285,S,2,4.00000,2022-12-15 13:27:00
95964,JUNTA JD R254930,S,2,4.00000,2022-12-15 11:07:00
95801,FIXADOR JAN07400013,S,2,1.00000,2022-12-15 15:49:00
95800,MANCAL JAN07409101,S,2,1.00000,2022-12-15 10:52:00
06135,MANCAL JD H175603,S,2,16.00000,2022-12-15 13:41:00
90967,MOLA JD N188865,S,2,2.00000,2022-12-15 10:46:00
82228,MOLA STARA 7955-4164,S,2,4.00000,2022-12-15 13:34:00
24740,PARAFUSO JD PF11600,S,2,1.00000,2022-12-15 11:04:00
25101,ARRUELA JD H235756,S,2,1.00000,2022-12-15 14:03:00
87653,PORCA STARA 7920-1440,S,2,1.00000,2022-12-15 13:34:00
95883,PORCA FENDT X435612000000,S,2,5.00000,2022-12-15 09:38:00
01596,PARAFUSO SEXTAVADO 20X110MM MA RP 8.8,S,2,6.00000,2022-12-15 16:34:00
93052,PARAFUSO FENDT ACX3569820,S,2,15.00000,2022-12-15 11:14:00
33094,PARAFUSO JD CQ23098,S,2,20.00000,2022-12-15 16:35:00
95966,PARAFUSO ROSCA SOBERBA 6X70MM,S,2,500.00000,2022-12-15 09:49:00
86878,"PARAFUSO SEXTAVADO AUTOBROCANTE 5/16""X1""",S,2,1.000.00000,2022-12-15 08:54:00
42862,PLACA JD H237013,S,2,2.00000,2022-12-15 14:03:00
04852,PROTECAO ENGATE AZUL HALTBAR 2112-P1,S,2,1.00000,2022-12-15 16:10:00
31325,RETENTOR JAN 69010139,S,2,1.00000,2022-12-15 15:17:00
84407,VEDACAO JD L225553,S,2,1.00000,2022-12-15 11:05:00
40954,ANEL JAM 64020217,S,2,2.00000,2022-12-15 10:51:00
95833,PROTECAO FENDT 12140003,S,2,10.00000,2022-12-15 10:01:00
87195,TERMINAL STARA 7901-1457,S,2,1.00000,2022-12-15 13:34:00
28648,ABRACADEIRA JD H145112,S,2,2.00000,2022-12-15 13:27:00
72542,ABRACADEIRA STARA 6007-4175,S,2,5.00000,2022-12-15 13:30:00
95921,ABRACADEIRA NYLON 100X2.5MM VERMELHO VONDER,S,2,100.00000,2022-12-15 13:05:00
72097,ALAVANCA JD AL117358,S,2,1.00000,2022-12-15 13:30:00
82227,DISTRIBUIDOR STARA 7911-1731,S,2,1.00000,2022-12-15 09:57:00
52999,LUVA JD AH124878,S,2,1.00000,2022-12-15 11:05:00
95982,PENEIRA JD AH214103,S,2,1.00000,2022-12-15 11:07:00
95897,PENEIRA JD AH214104,S,2,1.00000,2022-12-15 11:06:00
95588,TRAVA STARA 7955-4161,S,2,1.00000,2022-12-15 07:28:00
95589,TRAVA STARA 7955-4160,S,2,1.00000,2022-12-15 13:54:00
07225,CHAVETA JD M48583,S,2,2.00000,2022-12-15 13:27:00
95863,TUBULACAO JD AL164115,S,2,1.00000,2022-12-15 13:43:00
89530,BOTA PVC BRANCA CANO LONGO Nº40 C/BIQUEIRA PALMILHAO ACO BRACOL 80BPL200P,S,2,2.00000,2022-12-15 09:02:00
40023,ADESIVO VEDA CHOQUE 150GR MAXI RUBBER 4MP021,S,2,1.00000,2022-12-15 11:07:00
42461,MANTA ASFALTICA FITA 20CMX10M,S,2,1.00000,2022-12-15 16:19:00
81787,VIDRO LISO INCOLOR 36.5 X 17.00CM,S,2,1.00000,2022-12-15 07:03:00
60910,DESENGRIPANTE 321ML MUNDIAL PRIME AE03000022,S,2,1.00000,2022-12-15 15:36:00
80242,LIMPA CONTATO 300ML PROTEG 5510112,S,2,10.00000,2022-12-15 15:54:00
26341,ROLAMENTO MANCAL FRM G207-23V22,S,2,1.00000,2022-12-15 13:12:00
22083,LANTERNA RAINHA DAS SETE ETE7063VM,S,2,2.00000,2022-12-15 13:03:00
05204,"TERMINAL OLHAL 13/32"" MARILIA IM160",S,2,10.00000,2022-12-15 13:24:00
76090,CONEXAO RAPIDA RETA QS-1/8-8 FESTO 153004,S,2,1.00000,2022-12-15 10:12:00
60245,CONEXAO RAPIDA RETA QS-1/4-8 FESTO 153005,S,2,1.00000,2022-12-15 10:12:00
48942,CILINDRO ROLMATIC SCKIO 009613,S,2,1.00000,2022-12-15 10:12:00
04852,PROTECAO ENGATE AZUL HALTBAR 2112-P1,S,2,1.00000,2022-12-15 16:10:00
56385,CONEXAO HIDRAULICA AEROQUIP 4SA12FR12,S,2,2.00000,2022-12-15 16:18:00
40023,ADESIVO VEDA CHOQUE 150GR MAXI RUBBER 4MP021,S,2,1.00000,2022-12-15 16:39:00
87559,COPO DESCARTAVEL 180ML TOTALPLAST 100UN,S,2,1.00000,2022-12-15 07:51:00
68253,FITA CREPE USO GERAL 48X50MT 423 ADERE 00355200130,S,2,1.00000,2022-12-15 07:51:00
60910,DESENGRIPANTE 321ML MUNDIAL PRIME AE03000022,S,2,2.00000,2022-12-15 16:36:00
80242,LIMPA CONTATO 300ML PROTEG 5510112,S,2,2.00000,2022-12-15 16:00:00
76747,FAROL JD AT309550,S,2,1.00000,2022-12-15 10:40:00
05204,"TERMINAL OLHAL 13/32"" MARILIA IM160",S,2,10.00000,2022-12-15 13:24:00
76090,CONEXAO RAPIDA RETA QS-1/8-8 FESTO 153004,S,2,1.00000,2022-12-15 10:13:00
60245,CONEXAO RAPIDA RETA QS-1/4-8 FESTO 153005,S,2,1.00000,2022-12-15 10:13:00
87112,PARALAMA RANDON SBV3300,S,2,1.00000,2022-12-15 09:30:00
48942,CILINDRO ROLMATIC SCKIO 009613,S,2,1.00000,2022-12-15 10:13:00
04852,PROTECAO ENGATE AZUL HALTBAR 2112-P1,S,2,1.00000,2022-12-15 16:11:00
87559,COPO DESCARTAVEL 180ML TOTALPLAST 100UN,S,2,2.00000,2022-12-15 09:54:00
80242,LIMPA CONTATO 300ML PROTEG 5510112,S,2,2.00000,2022-12-15 16:04:00
76747,FAROL JD AT309550,S,2,1.00000,2022-12-15 10:42:00
76090,CONEXAO RAPIDA RETA QS-1/8-8 FESTO 153004,S,2,1.00000,2022-12-15 10:18:00
60245,CONEXAO RAPIDA RETA QS-1/4-8 FESTO 153005,S,2,1.00000,2022-12-15 10:18:00
87112,PARALAMA RANDON SBV3300,S,2,1.00000,2022-12-15 09:30:00
85234,BRACO SENSOR FENDT ACW8787670,S,2,3.00000,2022-12-15 15:06:00
90967,MOLA JD N188865,S,2,2.00000,2022-12-15 13:43:00
04852,PROTECAO ENGATE AZUL HALTBAR 2112-P1,S,2,1.00000,2022-12-15 16:12:00
72542,ABRACADEIRA STARA 6007-4175,S,2,5.00000,2022-12-15 13:58:00
95982,PENEIRA JD AH214103,S,2,1.00000,2022-12-15 13:26:00
56359,VEDA JD CQM20085,S,2,1.00000,2022-12-15 08:01:00
