Produto,Descrição Produto,E/S,Depósito,Qtde Mov,Data Digitação
83944,"MANGUEIRA SUCCAO PRETA 1.1/2"" IGGO 13342",E,2,15.00000,2022-12-21 09:47:00
01532,PARAFUSO SEXTAVADO 6X70MM MA RP 8.8,E,2,700.00000,2022-12-21 21:27:00
69454,FELTRO STARA 6007-1519,E,2,1.00000,2022-12-21 09:34:00
95461,REPARO JACTO 516427,E,2,1.00000,2022-12-21 08:48:00
01779,RETENTOR 30.00 X 62.00 X 10.00 ARCA 5000,E,2,4.00000,2022-12-21 08:50:00
69452,VEDACAO STARA 6007-1482,E,2,20.00000,2022-12-21 09:33:00
95362,SUPORTE REI R3059,E,2,1.00000,2022-12-21 10:08:00
72542,ABRACADEIRA STARA 6007-4175,E,2,5.00000,2022-12-21 10:17:00
68366,CUBO STARA 6007-4125,E,2,2.00000,2022-12-21 22:15:00
71623,FILTRO ARLA NH 51447338,E,18,2.00000,2022-12-21 09:11:00
94888,BATERIA LITIO 20V DEWALT DCB204,E,2,1.00000,2022-12-21 07:00:00
02862,OXIGENIO PPU,E,2,1.00000,2022-12-21 13:33:00
04041,ACETILENO PPU,E,2,1.00000,2022-12-21 13:33:00
22781,AGA-MIX 20 M3,E,2,10.00000,2022-12-21 13:33:00
31437,NITROGENIO,E,2,10.00000,2022-12-21 13:33:00
03315,ACETILENO KG,E,2,18.00000,2022-12-21 13:33:00
02944,OXIGENIO M³,E,2,60.00000,2022-12-21 13:33:00
10337,INTERRUPTOR JD AL59879,E,2,1.00000,2022-12-21 08:23:00
03451,CONEXAO JD 38H1160,E,2,2.00000,2022-12-21 08:23:00
25856,ESCOVA JD A78723,E,2,4.00000,2022-12-21 08:23:00
67510,DENTE JD TK250LD,E,2,4.00000,2022-12-21 08:23:00
72542,ABRACADEIRA STARA 6007-4175,E,2,5.00000,2022-12-21 22:34:00
96078,VALVULA STARA 9100-9246,E,2,1.00000,2022-12-21 08:23:00
63961,ACABAMENTO INOX VALVULA DESCARGA CLASSICA DOCOL 01500006,E,2,2.00000,2022-12-21 16:11:00
64579,REPARO PARTIDA GBUSCH GB10913,E,2,1.00000,2022-12-21 16:36:00
04633,RETENTOR 110.00 X 139.95 X 13.00 SABO 00516BG,E,2,2.00000,2022-12-21 16:11:00
96091,SUPORTE CAPA CELULAR IMPERMEAVEL MOTO BIKE BICICLETA,E,2,6.00000,2022-12-21 16:11:00
96196,LEITE EM PO VITALAC 10KG,E,2,2.00000,2022-12-21 14:57:00
08781,TERMINAL PRE ISOLADO ILHOS TUBULAR VERMELHO 1.0MM INTELLI TI-1-8,E,2,130.00000,2022-12-21 15:31:00
95697,ROLAMENTO ROLETE 30218 NACHI,E,2,2.00000,2022-12-21 15:31:00
72089,DISPOSITIVO ANTE RECUO DA-1500 CWA 90010207,E,2,2.00000,2022-12-21 14:38:00
96195,EIXO STARA 6360-2032,E,2,1.00000,2022-12-21 14:38:00
96161,MANCAL ZM ZM9920001,E,2,1.00000,2022-12-21 15:43:00
83514,ARRUELA STARA 7410-4287-AR3,E,2,1.00000,2022-12-21 16:17:00
70305,PARAFUSO STARA 9100-1121,E,2,2.00000,2022-12-21 16:17:00
75792,ANEL STARA 9100-0200,E,2,3.00000,2022-12-21 16:17:00
70301,ANEL STARA 7410-4287-TR,E,2,4.00000,2022-12-21 16:17:00
96183,HELICE STARA 7920-4394,E,2,1.00000,2022-12-21 14:38:00
64034,PORTA FUSIVEL LAMINA RAINHA DAS SETE ETE8541,E,2,1.00000,2022-12-21 16:11:00
64579,REPARO PARTIDA GBUSCH GB10913,E,2,1.00000,2022-12-21 16:36:00
64034,PORTA FUSIVEL LAMINA RAINHA DAS SETE ETE8541,E,2,1.00000,2022-12-21 16:30:00
50835,SABAO PO TIXAN YPE 1KG,E,2,190.00000,2022-12-22 07:41:00
66790,CORREIA LISA CONTINENTAL B78,E,2,1.00000,2022-12-22 09:26:00
35648,ROLAMENTO JD AH219987,E,2,2.00000,2022-12-22 10:32:00
56558,BUZINA JD AL203265,E,2,1.00000,2022-12-22 09:03:00
06490,SEGMENTO JD H164796,E,2,1.00000,2022-12-22 09:21:00
69295,CAIXA STARA 6007-4348,E,2,1.00000,2022-12-22 10:17:00
69300,ANEL STARA 1050-1165,E,2,2.00000,2022-12-22 09:31:00
68215,PONTEIRA STARA 6256-4170,E,2,6.00000,2022-12-22 10:40:00
02016,CRUZETA STAHL CZ254,E,2,2.00000,2022-12-22 08:32:00
47169,EIXO JD H173375,E,2,1.00000,2022-12-22 09:47:00
71837,EIXO STARA 6117-1109,E,2,5.00000,2022-12-22 13:28:00
71836,EIXO STARA 6117-1107,E,2,5.00000,2022-12-22 10:17:00
39117,ARRUELA STARA 9100-0467,E,2,2.00000,2022-12-22 13:33:00
21000,PARAFUSO JD H168476,E,2,4.00000,2022-12-22 10:37:00
04280,"PORCA TRAVANTE 5/8"" MA",E,2,28.00000,2022-12-22 10:43:00
69454,FELTRO STARA 6007-1519,E,2,17.00000,2022-12-22 10:17:00
86077,TAMPA STARA 1050-1381,E,2,3.00000,2022-12-22 09:35:00
58365,CARCACA PLANTE+ AA54374,E,2,1.00000,2022-12-22 13:46:00
75834,PINO STARA 6424-2032,E,2,1.00000,2022-12-22 10:30:00
47036,BRACO JD N310756,E,2,2.00000,2022-12-22 10:11:00
53834,TAMPA PVC 1 TECLA CINZA TIGRE 36005505,E,2,5.00000,2022-12-22 07:20:00
77297,FITA IMPRESSAO RIBBON DATACARD 534700-004-R002,E,2,3.00000,2022-12-22 09:27:00
95529,ANTENA MOVEL MU-00PI 501258 CONECTOR SMA-3FC,E,2,50.00000,2022-12-22 13:10:00
48037,ETIQUETA ADESIVA BOPP 100X50MM 3000UN,E,2,11.00000,2022-12-22 14:55:00
63502,ETIQUETA TAG ESPECIAL NEUTRA 103X180MM 500UN ALTERNATIVA PA000200000925,E,2,30.00000,2022-12-22 15:28:00
79584,"TEE GALVANIZADO 3/4""X1/2"" H-MECH 10313412",E,2,15.00000,2022-12-22 09:27:00
96113,LAMPADA LED BULBO 100W 6500K E40 BIVOLT,E,2,8.00000,2022-12-22 07:51:00
37939,"TORNEIRA BOIA 2"" DECA 1350B200",E,2,3.00000,2022-12-22 13:10:00
53685,MARMIBOX POLIETILENO N9 DURA 1130,E,2,12.00000,2022-12-22 08:56:00
94473,FITA 36MM PRETO BROTHER,E,2,15.00000,2022-12-22 14:17:00
83054,LACRE PLASTICO SEGURANCA AZUL 23CM HELOMAX 100UN,E,2,20.00000,2022-12-22 14:17:00
02217,CORREIA LISA TRANSPOWER B80,E,2,5.00000,2022-12-22 14:17:00
07310,ROLAMENTO ESFERA SKF 6301 2RSH,E,2,1.00000,2022-12-22 09:05:00
54973,ROLAMENTO ROLETE SKF 30206,E,2,2.00000,2022-12-22 08:14:00
77025,ROLAMENTO ROLETE TIMKEN 32013,E,2,2.00000,2022-12-22 08:47:00
65661,LANTERNA PLACA LED GF GF-5.208.16CR,E,2,1.00000,2022-12-22 07:30:00
14069,LANTERNA CR GF GF0177E,E,2,1.00000,2022-12-22 08:42:00
14080,LANTERNA CR GF GF0177D,E,2,1.00000,2022-12-22 08:43:00
65664,LANTERNA LED CRISTAL BRASLUX BR892671305,E,2,1.00000,2022-12-22 07:30:00
96136,SENSOR STARA 7310-5996,E,2,1.00000,2022-12-22 08:53:00
96020,LANTERNA LED AMARELA GF7217,E,2,2.00000,2022-12-22 08:39:00
91581,LAMPADA PINGO 24V BRANCO 9W AUTOPOLI AP718,E,2,10.00000,2022-12-22 07:30:00
27172,TORNEIRA PLASTICO COROTE 5/8 HERC,E,2,1.00000,2022-12-22 07:20:00
96039,MAQUINA VIDRO R2312E ZINI,E,2,1.00000,2022-12-22 07:30:00
95975,PALHETA 7955-3262 STARA,E,2,2.00000,2022-12-22 14:55:00
69992,PALHETA STARA 7955-3193,E,2,3.00000,2022-12-22 14:55:00
25856,ESCOVA JD A78723,E,2,22.00000,2022-12-22 08:03:00
96170,SAPATILHA LEVE 1/2 13MM,E,2,120.00000,2022-12-22 09:25:00
59889,CRUZETA STAHL CZ284,E,2,1.00000,2022-12-22 08:33:00
79956,CARDAN STARA 1084-4143,E,2,1.00000,2022-12-22 08:53:00
90384,CARDAN STARA 1140-4128,E,2,1.00000,2022-12-22 08:47:00
27778,EIXO JD CQ54028,E,2,2.00000,2022-12-22 07:39:00
27779,EIXO JD CQ54027,E,2,2.00000,2022-12-22 07:39:00
68364,SEMI-EIXO STARA 6123-1411,E,2,5.00000,2022-12-22 08:32:00
93214,EIXO CUBO KIT PLANTIO TORNITEC IN0000042,E,2,12.00000,2022-12-22 07:09:00
58354,MANGUEIRA PLANTE+ CQ34461,E,2,10.00000,2022-12-22 06:57:00
36497,"MANGUEIRA HIDRAULICA 1/2"" 2 TA 5000 PSI AEROQUIP GH7818",E,2,100.00000,2022-12-22 09:19:00
57008,"MANGUEIRA PNEUMATICA 5/16"" 300PSI IGGO MANGUEIRAS 374020250",E,2,200.00000,2022-12-22 09:14:00
25101,ARRUELA JD H235756,E,2,4.00000,2022-12-22 08:19:00
30324,PARAFUSO JD 03M7184,E,2,7.00000,2022-12-22 08:11:00
93052,PARAFUSO FENDT ACX3569820,E,2,9.00000,2022-12-22 13:10:00
69455,ARRUELA STARA 6123-1418,E,2,19.00000,2022-12-22 08:32:00
20581,PORCA JD 14M7166,E,2,20.00000,2022-12-22 07:39:00
33094,PARAFUSO JD CQ23098,E,2,20.00000,2022-12-22 07:39:00
42862,PLACA JD H237013,E,2,2.00000,2022-12-22 08:19:00
81702,RETENTOR FENDT 95005042,E,2,20.00000,2022-12-22 08:32:00
80135,CATRACA MASTER FM373275X596,E,2,2.00000,2022-12-22 08:33:00
70192,CATRACA MASTER FM433275X596,E,2,2.00000,2022-12-22 08:33:00
96049,CATRACA FREIO DIANTEIRO LADO DIREITO 9454200138 HALDEX,E,2,2.00000,2022-12-22 08:06:00
74330,ELETRODO 2.50MM 6013 ELETRON 308251815,E,2,50.00000,2022-12-22 14:55:00
07707,TAMPA JD AH204592,E,2,1.00000,2022-12-22 08:11:00
72545,TAMPA STARA 6010-1160,E,2,3.00000,2022-12-22 08:32:00
69453,TAMPA STARA 6007-1483,E,2,6.00000,2022-12-22 08:32:00
53146,ENDURECEDOR PU LAZZURIL 225ML 06100,E,2,2.00000,2022-12-22 09:02:00
77145,ABRACADEIRA FENDT 7041192M1,E,2,1.00000,2022-12-22 14:17:00
89972,ABRACADEIRA PLANTE+ A85131,E,2,7.00000,2022-12-22 07:04:00
82538,PINO PLANTE+ J16931,E,2,6.00000,2022-12-22 13:10:00
96077,VALVULA ALIVIO BRONZE FIG 1201 1/2 DULONG,E,2,1.00000,2022-12-22 09:27:00
72674,LUVA SOLDA WELD MASTER EG VOLK 107502431,E,2,20.00000,2022-12-22 14:54:00
64130,BOTINA SEGURANCA C/ BIQUEIRA ACO Nº42 BSP/BRACOL/FUJIWARA BEFS,E,2,30.00000,2022-12-22 14:54:00
43885,CARNEIRA C/ JUGULAR CAPACETE SEGURANCA MSA 311687,E,2,50.00000,2022-12-22 14:54:00
69717,CAMISETA GOLA CARECA AZUL MARINHO MACULINO ATTO ML-GG,E,2,35.00000,2022-12-22 13:47:00
69501,CAMISETA GOLA CARECA AZUL MARINHO MACULINO ATTO MC-G,E,2,75.00000,2022-12-22 12:59:00
69500,CAMISETA GOLA CARECA AZUL MARINHO MACULINO ATTO MC-M,E,2,75.00000,2022-12-22 12:59:00
69715,CAMISETA GOLA CARECA AZUL MARINHO MACULINO ATTO ML-M,E,2,100.00000,2022-12-22 13:47:00
68365,CALOTA STARA 6117-4294,E,2,10.00000,2022-12-22 13:52:00
25856,ESCOVA JD A78723,E,2,18.00000,2022-12-22 13:35:00
64129,BOTINA SEGURANCA C/ BIQUEIRA ACO Nº41 BSP/BRACOL/FUJIWARA BEFS,E,2,30.00000,2022-12-22 14:54:00
17955,PRE-FILTRO P1 ADVANTAGE MSA 218248/49,E,2,400.00000,2022-12-22 14:54:00
69716,CAMISETA GOLA CARECA AZUL MARINHO MACULINO ATTO ML-G,E,2,100.00000,2022-12-22 13:47:00
96113,LAMPADA LED BULBO 100W 6500K E40 BIVOLT,E,2,7.00000,2022-12-22 07:51:00
81702,RETENTOR FENDT 95005042,E,2,10.00000,2022-12-22 08:32:00
54760,CATRACA MASTER FM353275X596,E,2,2.00000,2022-12-22 13:10:00
54759,CATRACA MASTER FM363275X596,E,2,2.00000,2022-12-22 13:10:00
69453,TAMPA STARA 6007-1483,E,2,2.00000,2022-12-22 08:32:00
64128,BOTINA SEGURANCA C/ BIQUEIRA ACO Nº40 BSP/BRACOL/FUJIWARA BEFS,E,2,30.00000,2022-12-22 14:32:00
15215,CADEADO TRADICIONAL 45MM PADO LT45,E,2,30.00000,2022-12-22 14:55:00
57008,"MANGUEIRA PNEUMATICA 5/16"" 300PSI IGGO MANGUEIRAS 374020250",E,2,100.00000,2022-12-22 09:15:00
96184,VEDACAO STARA 7957-1210,E,2,1.00000,2022-12-22 13:16:00
75959,MANGOTE STARA 1089-4006,E,2,1.00000,2022-12-22 13:10:00
95589,TRAVA STARA 7955-4160,E,2,1.00000,2022-12-22 13:10:00
87654,DEFLETOR STARA  7955-4250-DEF,E,2,1.00000,2022-12-22 13:10:00
96155,ILUMINACAO STARA 7911-4864,E,2,1.00000,2022-12-22 13:16:00
96157,ILUMINACAO STARA 7911-4865,E,2,1.00000,2022-12-22 13:16:00
96152,INDICADOR STARA 7310-1852,E,2,1.00000,2022-12-22 13:16:00
87706,CILINDRO STARA 7957-1117,E,2,1.00000,2022-12-22 13:16:00
96149,CILINDRO STARA 7980-4636,E,2,1.00000,2022-12-22 13:16:00
96160,SUPORTE STARA 7310-2084,E,2,1.00000,2022-12-22 13:16:00
96156,ESPACADOR STARA 7304-4173,E,2,2.00000,2022-12-22 13:16:00
96154,PINO STARA 7986-1296,E,2,1.00000,2022-12-22 13:16:00
22998,BUCHA JD H128861,E,2,1.00000,2022-12-22 13:10:00
01035,FILTRO COMBUSTIVEL MANN WK950/13,S,18,1.00000,2022-12-13 11:33:00
59095,FILTRO AR HONDA 17211KWGB00,S,18,1.00000,2022-12-13 08:43:00
01350,FILTRO COMBUSTIVEL JD DQ24057,S,18,1.00000,2022-12-13 07:11:00
24053,FILTRO AR CONDICIONADO JD RE187966,S,18,1.00000,2022-12-13 09:07:00
92211,FILTRO OLEO JD DZ118286,S,18,1.00000,2022-12-13 07:11:00
05899,FILTRO COMBUSTIVEL JD RE62418,S,18,1.00000,2022-12-13 07:11:00
18578,FILTRO LUBRIFICANTE JD RE509672,S,18,1.00000,2022-12-13 11:28:00
88365,FILTRO COMBUSTIVEL DONALDSON P551422,S,18,1.00000,2022-12-13 07:41:00
16768,FILTRO AR JD AL150288,S,18,1.00000,2022-12-13 07:11:00
20538,FILTRO AR JD RE24619,S,18,1.00000,2022-12-13 07:10:00
20536,FILTRO AR JD RE181915,S,18,1.00000,2022-12-13 07:41:00
68726,FILTRO LUBRIFICANTE SCANIA 2625884,S,18,1.00000,2022-12-13 08:04:00
75825,FILTRO AR JD RE587794,S,18,1.00000,2022-12-13 11:28:00
02496,FILTRO TRANSMISSAO JD RE205726,S,18,1.00000,2022-12-13 07:10:00
70319,FILTRO AR CONDICIONADO JD AL225552,S,18,1.00000,2022-12-13 07:11:00
20245,FILTRO HIDRAULICO JD RE273801,S,18,1.00000,2022-12-13 09:07:00
16767,FILTRO AR JD AL172780,S,18,1.00000,2022-12-13 07:11:00
90528,FILTRO JD AKK23814,S,18,1.00000,2022-12-13 07:41:00
18576,FILTRO COMBUSTIVEL JD RE525523,S,18,1.00000,2022-12-13 11:28:00
20537,FILTRO AR JD RE196945,S,18,1.00000,2022-12-13 07:10:00
75808,FILTRO AR JD RE587793,S,18,1.00000,2022-12-13 11:28:00
31271,FILTRO HIDRAULICO JD AL203061,S,18,1.00000,2022-12-13 07:11:00
08575,FILTRO AR JD RE199682,S,18,1.00000,2022-12-13 07:41:00
57694,FILTRO AR SCANIA 1931040,S,18,1.00000,2022-12-13 08:04:00
91977,OLEO LUBRIFICANTE 4T 20W50 1LT ADVANCE SHELL AX5,S,18,1.00000,2022-12-13 08:43:00
59180,GRAXA LITIO GRASA 62 1KG YPF 616574,S,18,1.00000,2022-12-13 11:27:00
57262,BICO PNEUMATICO LIMPEZA NYLON ARPREX 10203000,S,2,1.00000,2022-12-13 09:58:00
15215,CADEADO TRADICIONAL 45MM PADO LT45,S,2,1.00000,2022-12-13 17:10:00
53565,ESTILETE RETRATIL 18MM STARRETT KUX025-S,S,2,1.00000,2022-12-13 14:54:00
95264,ADITIVO COOLANT AMBRA EXTENDED MAT3724,S,2,40.00000,2022-12-13 19:39:00
10619,LUVA PVC SOLDAVEL 32MM TIGRE 22170325,S,2,1.00000,2022-12-13 09:37:00
07560,JOELHO PVC 90° SOLDAVEL 32MM TIGRE 22150324,S,2,1.00000,2022-12-13 09:37:00
10869,UNIAO PVC SOLDAVEL 32MM TIGRE 22220322,S,2,1.00000,2022-12-13 09:37:00
13521,"ENGATE PVC FLEXIVEL 1/2""X50CM TIGRE 26915856",S,2,1.00000,2022-12-13 09:14:00
53401,THINNER LIMPEZA 5LT 2750 ANJO 000081-28,S,2,1.00000,2022-12-13 14:24:00
83765,TINTA SPRAY AUTOMOTIVO PRETO FOSCO 300ML COLORGIN 00910,S,2,2.00000,2022-12-13 14:54:00
59297,LAMPADA BULBO LED BIVOLT 20W E27 EMPALUX AL20662,S,2,1.00000,2022-12-13 17:11:00
90092,CHICOTE ADAPTER MAG100 P/MAG X SOLINFTEC EPT001106,S,2,2.00000,2022-12-13 16:34:00
69222,LAMPADA BULBO LED BIVOLT 9W E27 BRANCA AVANT 164041371,S,2,3.00000,2022-12-13 14:47:00
35738,FITA ISOLANTE SCOTCH 33+ 19X20MT 3M H0002243782,S,2,6.00000,2022-12-13 14:39:00
63129,FECHADURA EXTERNA 40MM ESPELHO ZAMAC CONCEPT PADO 401E,S,2,1.00000,2022-12-13 14:47:00
56699,"TORNEIRA PLASTICA BEBEDOURO 3/8"" HERC 1001",S,2,2.00000,2022-12-13 14:47:00
09057,FOSFORO FIAT LUX CX 6 50UN,S,2,1.00000,2022-12-13 09:08:00
60758,GARRAFA TERMICA 5LT SUPERTERMO TERMOLAR 1095E,S,2,3.00000,2022-12-13 14:54:00
02520,GRAMPO GRAMPEADOR 26/6 BRW GR5000,S,2,1.00000,2022-12-13 08:18:00
05938,PINCEL ATOMICO AZUL PILOT 1100-F,S,2,2.00000,2022-12-13 08:16:00
07433,PINCEL QUADRO BRANCO PRETO PILOT WBM-7,S,2,2.00000,2022-12-13 08:16:00
51202,MARCADOR INDUSTRIAL PRETO 2MM 60ML BADEN 7301294,S,2,3.00000,2022-12-13 09:00:00
07069,MARCADOR RETROPROJETOR PRETO PILOT 2.0,S,2,5.00000,2022-12-13 09:00:00
07076,MARCADOR RETROPROJETOR AZUL PILOT 2.0,S,2,5.00000,2022-12-13 09:00:00
07045,LAPIS PRETO Nº2 FABER CASTELL,S,2,10.00000,2022-12-13 09:00:00
02509,CANETA ESFEROGRAFICA CRISTAL AZUL BIC,S,2,10.00000,2022-12-13 08:16:00
07590,CANETA MARCA TEXTO AMARELO FABER CASTELL,S,2,10.00000,2022-12-13 09:00:00
61156,FITA ADESIVA TRANSPARENTE 45X45MT 3M HB004031199,S,2,10.00000,2022-12-13 08:16:00
75491,PASTA SOLDA PRATA SUPER FLUXO 3 HARRIS 250GR,S,2,1.00000,2022-12-13 09:28:00
02862,OXIGENIO PPU,S,2,1.00000,2022-12-13 07:04:00
04041,ACETILENO PPU,S,2,1.00000,2022-12-13 07:04:00
58240,PILHA ALCALINA AAA 1.5V PANASONIC LR03XAB-4B,S,2,2.00000,2022-12-14 07:08:00
85865,LIXA FERRO 225 X 275MM GR 100 TIGRE 60700100,S,2,4.00000,2022-12-13 11:05:00
76253,"DISCO CORTE 4.1/2""X3/64""X7/8"" DEWALT DW84401",S,2,4.00000,2022-12-13 09:56:00
31437,NITROGENIO,S,2,10.00000,2022-12-13 08:47:00
08016,SACOLA PLASTICA 50X60CM,S,2,7.400.00000,2022-12-13 08:24:00
80583,CORREIA LISA GATES B77,S,2,1.00000,2022-12-13 13:12:00
63868,CAMARA AR 90/90X19 RINALDI RA19,S,2,1.00000,2022-12-13 07:06:00
80424,CAMARA AR 710/70R42 TR218A TORTUGA AG4242,S,2,1.00000,2022-12-13 07:35:00
20156,CAMARA AR 750X16 TR15 TORTUGA AG1416,S,2,2.00000,2022-12-13 07:07:00
07310,ROLAMENTO ESFERA SKF 6301 2RSH,S,2,1.00000,2022-12-13 14:34:00
23632,ROLAMENTO MANCAL FAG UC204,S,2,2.00000,2022-12-13 09:01:00
47827,ROLAMENTO MANCAL FAG UC205,S,2,2.00000,2022-12-13 09:01:00
26838,ROLAMENTO ESFERA NACHI 22212 C3,S,2,2.00000,2022-12-13 11:05:00
22946,ROLAMENTO JD DQ15621,S,2,4.00000,2022-12-13 14:29:00
72022,ROLAMENTO ESFERA SKF 6010 2RS,S,2,4.00000,2022-12-13 14:29:00
41098,ROLAMENTO ESFERA FAG 6006 2RS,S,2,6.00000,2022-12-13 14:29:00
52931,CONE JD JD8187,S,2,12.00000,2022-12-13 14:29:00
74642,ROLAMENTO JD KK68640,S,2,42.00000,2022-12-13 14:29:00
57164,SENSOR JD RE575331,S,2,1.00000,2022-12-13 15:55:00
64034,PORTA FUSIVEL LAMINA RAINHA DAS SETE ETE8541,S,2,2.00000,2022-12-13 16:36:00
95072,POTENCIOMETRO 10K OHMS SKU PR22.10K.250,S,2,3.00000,2022-12-13 16:43:00
91275,MEDIDOR OLEO PARAMOTOS 35377,S,2,1.00000,2022-12-13 09:01:00
86332,DESCARBONIZANTE BICO 300ML SUN CAR 80,S,2,1.00000,2022-12-13 09:54:00
29056,ISOLADOR JD R237209,S,2,1.00000,2022-12-13 14:24:00
70447,RELACAO HONDA H0640KREG00,S,2,1.00000,2022-12-13 09:00:00
61962,PAINEL JD R234465,S,2,1.00000,2022-12-13 14:24:00
80027,ISOLAMENTO JD RE584558,S,2,1.00000,2022-12-13 14:24:00
84912,PAINEL JD R566189,S,2,1.00000,2022-12-13 14:23:00
03451,CONEXAO JD 38H1160,S,2,2.00000,2022-12-13 07:17:00
65921,FITA MATISA 035130,S,2,2.00000,2022-12-13 13:09:00
20577,REBITE REPUXO 4 X 19MM,S,2,5.00000,2022-12-13 13:46:00
25861,ESCOVA JD AA32868,S,2,6.00000,2022-12-13 14:29:00
25863,ESCOVA JD A69629,S,2,6.00000,2022-12-13 14:29:00
23535,MANIPULO JD A96571,S,2,6.00000,2022-12-13 14:29:00
17627,PONTEIRA JD CQ71540,S,2,14.00000,2022-12-13 14:29:00
11055,BUCHA JD N317652,S,2,1.00000,2022-12-13 14:05:00
11056,BUCHA JD N318339,S,2,1.00000,2022-12-13 14:05:00
05613,CABO HONDA 22870KRE850,S,2,1.00000,2022-12-13 08:22:00
28638,CILINDRO JD AH169245,S,2,1.00000,2022-12-13 14:24:00
52384,EIXO JD H215085,S,2,1.00000,2022-12-13 14:23:00
89967,EIXO PLANTE+ DQ74873,S,2,2.00000,2022-12-13 14:29:00
50474,EIXO JD CQ75244,S,2,3.00000,2022-12-13 14:29:00
15546,ENGRENAGEM JD H133143,S,2,1.00000,2022-12-13 09:57:00
59079,ENGRENAGEM JD KK12535,S,2,3.00000,2022-12-13 14:29:00
52901,CAIXA PLANTE AA57397,S,2,4.00000,2022-12-13 14:29:00
23633,MANCAL FRM FL204,S,2,1.00000,2022-12-13 10:13:00
60012,TUBO PU AZUL 10MM FESTO 159668,S,2,1.50000,2022-12-13 10:18:50
42358,MOLA JD CQ49891,S,2,4.00000,2022-12-13 14:29:00
02107,PORCA TRAVANTE 8MM MA,S,2,1.00000,2022-12-13 08:36:00
05834,PARAFUSO SEXTAVADO 8X55MM MA RP 8.8,S,2,1.00000,2022-12-13 08:36:00
20931,ARRUELA JD N207706,S,2,1.00000,2022-12-13 14:05:00
71744,PARAFUSO SEXTAVADO 12X60MM MA RI 8.8,S,2,4.00000,2022-12-13 21:33:00
03371,PORCA TRAVANTE 12MM MA,S,2,6.00000,2022-12-13 09:54:00
09942,PARAFUSO SEXTAVADO 10X65MM MA RP 8.8,S,2,6.00000,2022-12-13 14:28:00
01656,PARAFUSO SEXTAVADO 12X30MM MA RI 8.8,S,2,6.00000,2022-12-13 09:54:00
41024,PARAFUSO JD 37M7459 06X20MM,S,2,10.00000,2022-12-13 14:23:00
05276,ARRUELA PRESSAO 12MM,S,2,12.00000,2022-12-13 09:54:00
03159,"ARRUELA ALUMINIO 3/4""",S,2,18.00000,2022-12-13 14:09:00
15515,PORCA JD 14M7167,S,2,20.00000,2022-12-13 14:29:00
50525,PLACA JD 12M7086,S,2,12.00000,2022-12-13 14:29:00
25860,RETENTOR JD A78125,S,2,3.00000,2022-12-13 14:29:00
35590,RETENTOR STARA 7410-4288-RE2,S,2,4.00000,2022-12-13 14:22:00
23484,VEDACAO JD B32687,S,2,12.00000,2022-12-13 14:29:00
23482,VEDACAO JD AA26234,S,2,12.00000,2022-12-13 14:29:00
80031,PASTILHA FREIO TR HONDA 06435KREG32,S,2,1.00000,2022-12-13 09:00:00
70366,PASTILHA HONDA 06455KREK01,S,2,1.00000,2022-12-13 09:00:00
56974,ELETRODO 48X3.25MM ELETRON 308321620,S,2,4.00000,2022-12-13 09:56:00
06008,ELETRODO OK 4804 3.25MM 7018 ESAB 0305901,S,2,4.00000,2022-12-13 09:55:00
35230,TRAVA JD RE205602,S,2,1.00000,2022-12-13 14:24:00
72037,PINO PLANTE+ 34M7031,S,2,14.00000,2022-12-13 14:29:00
72039,PINO PLANTE+ 34M7061,S,2,14.00000,2022-12-13 14:29:00
23512,TUBO JD DQ70579,S,2,1.00000,2022-12-13 08:36:00
87412,VALVULA CORTA FOGO VCFN RO CONDOR VERDE 0407790,S,2,1.00000,2022-12-13 07:04:00
90731,VALVULA CORTA FOGO VCFN RG CONDOR 407789,S,2,1.00000,2022-12-13 07:04:00
79353,HELICE STARA 7940-4022-HLH,S,2,1.00000,2022-12-13 14:14:00
17955,PRE-FILTRO P1 ADVANTAGE MSA 218248/49,S,2,1.00000,2022-12-13 10:32:00
77326,MACACAO AMARELO KP-400 P VINILSEG CA-33296,S,2,15.00000,2022-12-13 10:32:00
47317,PROTETOR SOLAR FPS 30 120ML NUTRIEX 6192,S,2,29.00000,2022-12-13 14:53:00
03260,FILTRO LUBRIFICANTE JD RE504836,S,18,1.00000,2022-12-13 07:09:00
52945,FILTRO COMBUSTIVEL JD RE541922,S,18,1.00000,2022-12-13 07:09:00
69222,LAMPADA BULBO LED BIVOLT 9W E27 BRANCA AVANT 164041371,S,2,1.00000,2022-12-13 17:11:00
90092,CHICOTE ADAPTER MAG100 P/MAG X SOLINFTEC EPT001106,S,2,2.00000,2022-12-13 16:36:00
61156,FITA ADESIVA TRANSPARENTE 45X45MT 3M HB004031199,S,2,2.00000,2022-12-13 09:00:00
55201,PAPEL SULFITE A4 REPORT,S,2,3.00000,2022-12-13 08:16:00
02520,GRAMPO GRAMPEADOR 26/6 BRW GR5000,S,2,4.00000,2022-12-13 09:00:00
02509,CANETA ESFEROGRAFICA CRISTAL AZUL BIC,S,2,100.00000,2022-12-13 09:00:00
31437,NITROGENIO,S,2,10.00000,2022-12-13 08:55:00
23632,ROLAMENTO MANCAL FAG UC204,S,2,1.00000,2022-12-13 10:13:00
95072,POTENCIOMETRO 10K OHMS SKU PR22.10K.250,S,2,1.00000,2022-12-13 16:44:00
57164,SENSOR JD RE575331,S,2,1.00000,2022-12-13 15:57:00
